iter	MultiClass
307	0.714790929
308	0.7135256637
309	0.7127576477
310	0.7116546439
311	0.7104411879
312	0.709718442
313	0.7086648928
314	0.7072616139
315	0.7057603715
316	0.7044109664
317	0.7036838562
318	0.7026206025
319	0.7014235267
320	0.7007592639
321	0.6999470943
322	0.6991112896
323	0.6981246052
324	0.697053355
325	0.6957184994
326	0.6948302814
327	0.6933869246
328	0.6929416047
329	0.6917461918
330	0.6906759702
331	0.6903879982
332	0.6894424279
333	0.6880529662
334	0.6869752204
335	0.6864274138
336	0.6854835475
337	0.684767836
338	0.6839761077
339	0.6831895272
340	0.6827192242
341	0.6820147548
342	0.6812369432
343	0.680380398
344	0.6794109683
345	0.6782247749
346	0.6773371554
347	0.6762185595
348	0.6752219218
349	0.6748368699
350	0.6740109449
351	0.6733448508
352	0.6725938243
353	0.6712206298
354	0.6703251749
355	0.6697331009
356	0.6687099932
357	0.668003079
358	0.6672966452
359	0.6665650915
360	0.6656900577
361	0.6640289793
362	0.6627656548
363	0.6617836775
364	0.6613963775
365	0.6601916075
366	0.6594922031
367	0.6584214444
368	0.6576718573
369	0.6573454562
370	0.65663712
371	0.655972123
372	0.6555039953
373	0.6546127767
374	0.6539915113
375	0.6535313201
376	0.6521276441
377	0.6509351086
378	0.650166126
379	0.6495321818
380	0.6489062947
381	0.6480715493
382	0.6473059129
383	0.646615833
384	0.6455905852
385	0.6447082218
386	0.6440732943
387	0.643173842
388	0.642485876
389	0.6413094992
390	0.6406011956
391	0.6397697067
392	0.638102244
393	0.6373730718
394	0.6363114003
395	0.6357557506
396	0.6345194174
397	0.6333941513
398	0.6327995772
399	0.6313806932
400	0.6302724464
401	0.6295433557
402	0.6289664748
403	0.6282181104
404	0.6275188639
405	0.6270052309
406	0.6258155272
407	0.6250276218
408	0.6241543727
409	0.6231406359
410	0.6226976094
411	0.621919249
412	0.620777815
413	0.6201500819
414	0.6196513209
415	0.6189756823
416	0.6178789446
417	0.6169926965
418	0.6160142802
419	0.6151638825
420	0.6145864896
421	0.6139794841
422	0.6134502171
423	0.6126754515
424	0.6122878466
425	0.6113666147
426	0.610776397
427	0.6101549866
428	0.6089592536
429	0.6082194699
430	0.6079029266
431	0.6072805074
432	0.6063241495
433	0.6052297815
434	0.6040448884
435	0.6029819994
436	0.6015607127
437	0.6003314162
438	0.6000241061
439	0.5992659954
440	0.5983754258
441	0.5978413157
442	0.5972639426
443	0.5964274503
444	0.5957797098
445	0.5949475943
446	0.5945021143
447	0.5935685017
448	0.5929230727
449	0.5923989765
450	0.5915300211
451	0.5908724199
452	0.5903414116
453	0.5896971049
454	0.5885441212
455	0.5877493069
456	0.5873504504
457	0.5866135652
458	0.5856112105
459	0.5850542308
460	0.5838225844
461	0.5829051655
462	0.5825523516
463	0.5816679927
464	0.5809525503
465	0.5797690841
466	0.5790935791
467	0.5782213701
468	0.5774993472
469	0.5767846273
470	0.5758343168
471	0.5749513602
472	0.5740075508
473	0.5732076187
474	0.5720934369
475	0.5714499815
476	0.5706941673
477	0.5699120658
478	0.569418701
479	0.5690436349
480	0.5679268958
481	0.5671797708
482	0.5666162843
483	0.5656687099
484	0.564764318
485	0.563985067
486	0.5632183769
487	0.5626587846
488	0.5618797121
489	0.5611539461
490	0.560257152
491	0.5593466443
492	0.5588095638
493	0.5582776751
494	0.5579580854
495	0.5573874785
496	0.5564377127
497	0.5556140592
498	0.5543916466
499	0.5535923281
500	0.5529298688
501	0.5522181753
502	0.5514739038
503	0.5509649732
504	0.5498583815
505	0.549041963
506	0.5482417118
507	0.5471749541
508	0.5463399396
509	0.5459950807
510	0.545205636
511	0.5444104969
512	0.5434622748
513	0.543040582
514	0.5424064036
515	0.5416635436
516	0.5410928925
517	0.5406083572
518	0.5394225326
519	0.538665073
520	0.5381858353
521	0.5375199959
522	0.5369922117
523	0.5362971062
524	0.5359467011
525	0.53531195
526	0.5344484003
527	0.5339453573
528	0.5331435881
529	0.5327278127
530	0.5324087321
531	0.5318278418
532	0.5311065481
533	0.5306334355
534	0.5302226502
535	0.5295978752
536	0.5287234625
537	0.5282003849
538	0.5273350331
539	0.526523213
540	0.5257649794
541	0.5252795003
542	0.5246203017
543	0.5242125039
544	0.5235235169
545	0.5226757412
546	0.5222785149
547	0.5213354775
548	0.5206793842
549	0.5200772485
550	0.5193498785
551	0.5186687505
552	0.5180780384
553	0.517249722
554	0.5162496845
555	0.5155982318
556	0.5151775813
557	0.5147387988
558	0.5144869924
559	0.5137768673
560	0.5132017604
561	0.5126248308
562	0.5120363566
563	0.5113413724
564	0.5107400784
565	0.510089133
566	0.5096993436
567	0.5094461101
568	0.5092555924
569	0.5088610513
570	0.5081009307
571	0.5076423011
572	0.5073578476
573	0.5067155071
574	0.5061432938
575	0.5057675962
576	0.5050270442
577	0.5044933832
578	0.5038831463
579	0.50335339
580	0.5026406389
581	0.5022142489
582	0.5019929367
583	0.501557398
584	0.5012344058
585	0.5007703089
586	0.5001499586
587	0.4996205391
588	0.4989609637
589	0.4984776173
590	0.4977063361
591	0.4971471706
592	0.4964156023
593	0.4958523223
594	0.4954481332
595	0.4946714746
596	0.493949631
597	0.4932335597
598	0.4927460853
599	0.4919872551
600	0.4912859493
601	0.4910732888
602	0.4904464838
603	0.4899005868
604	0.4893716699
605	0.4888281226
606	0.488269911
607	0.4875805441
608	0.4868788564
609	0.4862679505
610	0.4855374313
611	0.4852827065
612	0.4848034553
613	0.4842112962
614	0.4836783008
615	0.482957117
616	0.4823598465
617	0.4816268898
618	0.480944876
619	0.4806139585
620	0.4800082977
621	0.4794528814
622	0.4789030384
623	0.4783339315
624	0.4776437557
625	0.4771867297
626	0.4768521246
627	0.4761406919
628	0.47574836
629	0.475328318
630	0.4749496342
631	0.4743670791
632	0.4736859076
633	0.4732124816
634	0.4724775591
635	0.4721927756
636	0.4717339959
637	0.4709874697
638	0.4702271504
639	0.4698448189
640	0.4694310951
641	0.4689889985
642	0.4684195396
643	0.4677056205
644	0.4672680347
645	0.4667378385
646	0.466387052
647	0.4659183741
648	0.465368502
649	0.4650858088
650	0.4645324443
651	0.4638093826
652	0.4634013144
653	0.4630840423
654	0.4627645364
655	0.4624060958
656	0.4618793717
657	0.4614380707
658	0.4610281604
659	0.4607474348
660	0.4603763593
661	0.4599343227
662	0.4593310185
663	0.4588435448
664	0.4583842829
665	0.4576086738
666	0.457245503
667	0.4568378227
668	0.4561334696
669	0.455581544
670	0.4549001603
671	0.4543866413
672	0.4540536632
673	0.4535619875
674	0.4532850832
675	0.4528057406
676	0.4524216431
677	0.4520160675
678	0.4516699316
679	0.4510383254
680	0.4503557224
681	0.4498084839
682	0.4489775483
683	0.4483719336
684	0.4480852702
685	0.4473790462
686	0.447101849
687	0.4465921779
688	0.4459762834
689	0.4454274204
690	0.445168162
691	0.4446495888
692	0.4440406442
693	0.4435415515
694	0.4430834107
695	0.4426482954
696	0.4423004158
697	0.4418996156
698	0.4414895615
699	0.4408503331
700	0.4404959457
701	0.4401668253
702	0.4396281613
703	0.4392801548
704	0.4389166508
705	0.4384526615
706	0.4380851062
707	0.437527572
708	0.4370885346
709	0.4367078213
710	0.4362561126
711	0.4357413259
712	0.4355833376
713	0.4351219966
714	0.4347314233
715	0.4344593457
716	0.4340336903
717	0.4337564016
718	0.4331380159
719	0.4327264579
720	0.4322813852
721	0.431998612
722	0.4313602666
723	0.4309817951
724	0.4304989322
725	0.430250504
726	0.4298548941
727	0.4292135062
728	0.4285825696
729	0.4281689013
730	0.4278572347
731	0.4274651811
732	0.4268874095
733	0.4264673896
734	0.4262053847
735	0.425763349
736	0.4252484062
737	0.4249029925
738	0.4244059714
739	0.4240706197
740	0.4237465159
741	0.4232549527
742	0.4227791481
743	0.4223485569
744	0.4220550733
745	0.4215721909
746	0.4209292516
747	0.4203893593
748	0.4198778406
749	0.4195941766
750	0.4188090402
751	0.4184016179
752	0.4181237598
753	0.4178466819
754	0.4173134325
755	0.4168974313
756	0.4163839925
757	0.4161597915
758	0.415774421
759	0.4153589751
760	0.4148413103
761	0.4143638777
762	0.4139969677
763	0.413758453
764	0.4132256645
765	0.4125916747
766	0.4122457525
767	0.4119551985
768	0.4113082949
769	0.4106281927
770	0.4102365609
771	0.4098641568
772	0.4095044105
773	0.4090888338
774	0.4084937572
775	0.4080188931
776	0.4075670375
777	0.4068218192
778	0.4063490672
779	0.4059469878
780	0.4056771784
781	0.4053851389
782	0.4048788018
783	0.4046751686
784	0.4042710535
785	0.4036741512
786	0.4033352912
787	0.4028136233
788	0.4024035215
789	0.4020458531
790	0.4018221528
791	0.4013990786
792	0.4010443112
793	0.4005875013
794	0.4003330631
795	0.3999197661
796	0.3995411751
797	0.3990772998
798	0.3987701481
799	0.3982384257
800	0.3979252561
801	0.3974356212
802	0.3969484452
803	0.3965828752
804	0.3960801166
805	0.3956344554
806	0.3953288348
807	0.3949427988
808	0.3947731114
809	0.3944171167
810	0.3940486059
811	0.3935702249
812	0.3931668942
813	0.3928539832
814	0.3925913975
815	0.3922373068
816	0.3918465792
817	0.3915704058
818	0.3910519873
819	0.3904857959
820	0.3903478143
821	0.3898479509
822	0.3895326674
823	0.3890572013
824	0.3886067469
825	0.3884155476
826	0.3881940054
827	0.3878184415
828	0.3875212303
829	0.3873266345
830	0.3868344942
831	0.3864876759
832	0.3861723396
833	0.3859207019
834	0.3856647656
835	0.3852867041
836	0.3848382613
837	0.3843010365
838	0.383852033
839	0.3835386362
840	0.383027125
841	0.3825879169
842	0.3823212732
843	0.3819576831
844	0.3816299398
845	0.3813855247
846	0.3810933667
847	0.3808312705
848	0.3805390476
849	0.3801694646
850	0.3798422024
851	0.3793193379
852	0.3788560635
853	0.3784359229
854	0.3779049403
855	0.3775610613
856	0.377226695
857	0.3770357393
858	0.3766461583
859	0.3762431078
860	0.375888617
861	0.3756527805
862	0.3751952861
863	0.3749744488
864	0.3748144134
865	0.3744276723
866	0.3742143739
867	0.3738283156
868	0.3735880754
869	0.3734208489
870	0.3729794692
871	0.3726665947
872	0.3723688881
873	0.3720331902
874	0.3717295172
875	0.3713659892
876	0.3710959343
877	0.3706713891
878	0.3703649373
879	0.3702626708
880	0.3700131045
881	0.3695782707
882	0.3691309089
883	0.3688252405
884	0.3684620003
885	0.3680600572
886	0.3677767555
887	0.3673254815
888	0.3671226035
889	0.366818761
890	0.3664088263
891	0.3660254173
892	0.3657650351
893	0.3655294128
894	0.3653534814
895	0.365035581
896	0.3644913258
897	0.3640771425
898	0.3638073457
899	0.3635923673
900	0.3634445626
901	0.3631392671
902	0.3626539964
903	0.3624307345
904	0.3622816304
905	0.3619536836
906	0.3618337003
907	0.3616735879
908	0.3612714531
909	0.3609734418
910	0.3606484163
911	0.3603427699
912	0.3598658726
913	0.3595567946
914	0.3592485819
915	0.3589461292
916	0.358742605
917	0.358460823
918	0.3581030542
919	0.3579147361
920	0.3574029362
921	0.3571880209
922	0.3567114363
923	0.3562992161
924	0.3556889176
925	0.3554953117
926	0.355298196
927	0.355015843
928	0.3546486055
929	0.3543999578
930	0.3541779316
931	0.3537425717
932	0.3534013507
933	0.3530890922
934	0.3524831047
935	0.352117065
936	0.3519444022
937	0.3518103929
938	0.3513949254
939	0.3510598794
940	0.3506671622
941	0.3504206387
942	0.3501328203
943	0.3499387388
944	0.3496525953
945	0.3493622761
946	0.3491786713
947	0.3485804423
948	0.3484104099
949	0.3479716533
950	0.3476440605
951	0.3473779413
952	0.3471815245
953	0.346748719
954	0.346583238
955	0.346206163
956	0.3457563377
957	0.3455828034
958	0.3450464384
959	0.3449388951
960	0.3446011204
961	0.3442449339
962	0.344094823
963	0.3439440842
964	0.3437716278
965	0.3433265985
966	0.3428901158
967	0.3424664972
968	0.3421421167
969	0.3417679936
970	0.3415777667
971	0.3413190906
972	0.3408458302
973	0.3405708897
974	0.3402101745
975	0.3399382292
976	0.3396449902
977	0.3393459131
978	0.3392186645
979	0.3388354796
980	0.3384071982
981	0.3383358838
982	0.3380931319
983	0.3376852503
984	0.3373630092
985	0.3371359399
986	0.3368337621
987	0.3365391036
988	0.3362806852
989	0.3361101508
990	0.3358934031
991	0.3357102059
992	0.3351569807
993	0.3349201976
994	0.3346446403
995	0.3344090576
996	0.3342030176
997	0.3338587987
998	0.3336457547
999	0.3334051296
1000	0.3331731561
1001	0.3329160498
1002	0.3323692122
1003	0.3318697904
1004	0.3316513587
1005	0.3314423306
1006	0.3311031891
1007	0.3307383811
1008	0.3304309511
1009	0.3300812277
1010	0.3298795777
1011	0.3294475727
1012	0.3291807588
1013	0.3290026619
1014	0.3287386966
1015	0.3282547238
1016	0.327831919
1017	0.3275579533
1018	0.3270983138
1019	0.3266750775
1020	0.3263339047
1021	0.3261048437
1022	0.3257798581
1023	0.3255562534
1024	0.3252596664
1025	0.3249665484
1026	0.3246571744
1027	0.3245083159
1028	0.3243485404
1029	0.3239842575
1030	0.3237274493
1031	0.323237555
1032	0.3230782075
1033	0.3229265713
1034	0.3224804725
1035	0.3222305531
1036	0.3218740719
1037	0.3216072928
1038	0.3212685456
1039	0.3209539736
1040	0.3208130505
1041	0.3206137534
1042	0.3202576002
1043	0.3200027559
1044	0.3197942957
1045	0.3194373482
1046	0.3192667479
1047	0.318979598
1048	0.3186974881
1049	0.3184040582
1050	0.3180600786
1051	0.3177154697
1052	0.3174924155
1053	0.3172196802
1054	0.3168838377
1055	0.316537317
1056	0.3163224077
1057	0.3161374353
1058	0.3158364017
1059	0.315569767
1060	0.3152742972
1061	0.3149775651
1062	0.3147395696
1063	0.3145959431
1064	0.3143151434
1065	0.3141571119
1066	0.3139937616
1067	0.3137610934
1068	0.3133261063
1069	0.3129506895
1070	0.3126915335
1071	0.3124378945
1072	0.312216155
1073	0.3120184667
1074	0.3118080631
1075	0.3116397539
1076	0.3114801341
1077	0.3111654515
1078	0.3108734969
1079	0.3104626756
1080	0.3102471778
1081	0.3100485604
1082	0.3097394381
1083	0.3094812825
1084	0.3092432587
1085	0.3090744442
1086	0.3089329569
1087	0.3086139023
1088	0.3083425429
1089	0.30800752
1090	0.3076510146
1091	0.3073450652
1092	0.3071350229
1093	0.3068537896
1094	0.3065348016
1095	0.30637658
1096	0.3061406664
1097	0.3060907383
1098	0.3058732044
1099	0.3054318583
1100	0.3051210738
1101	0.3049624333
1102	0.3047598397
1103	0.304563729
1104	0.304391676
1105	0.3042229458
1106	0.303963272
1107	0.3038229369
1108	0.3036035811
1109	0.3033485134
1110	0.303119639
1111	0.3029468349
1112	0.3025422183
1113	0.3021238343
1114	0.3018544326
1115	0.3016440258
1116	0.3015262574
1117	0.3012677827
1118	0.3010169946
1119	0.3007662127
1120	0.3005314946
1121	0.3001157059
1122	0.2999333328
1123	0.299762788
1124	0.2994464295
1125	0.2991586806
1126	0.2989430981
1127	0.298709852
1128	0.2985856434
1129	0.2984377428
1130	0.2982793241
1131	0.2981442889
1132	0.2978443434
1133	0.2975504803
1134	0.297256125
1135	0.2970511084
1136	0.2967863186
1137	0.2964139187
1138	0.2962219524
1139	0.2960482739
1140	0.2958555629
1141	0.2955442123
1142	0.2953955147
1143	0.29519584
1144	0.2950258223
1145	0.2947816871
1146	0.2945477122
1147	0.2942898143
1148	0.294146991
1149	0.2938794162
1150	0.2936280694
1151	0.2933563578
1152	0.2931236072
1153	0.2928613909
1154	0.2925772014
1155	0.2923360609
1156	0.2921097027
1157	0.2918663332
1158	0.2917150826
1159	0.2914522975
1160	0.2911939107
1161	0.2909835931
1162	0.2907053706
1163	0.290539928
1164	0.2903960938
1165	0.2902359521
1166	0.2898474255
1167	0.2895416963
1168	0.2892582071
1169	0.2890384451
1170	0.2886242561
1171	0.2883684013
1172	0.2882205564
1173	0.2880004925
1174	0.2878296832
1175	0.2875157265
1176	0.2873451484
1177	0.2871592078
1178	0.2870486408
1179	0.2869075095
1180	0.2866566108
1181	0.2863314855
1182	0.2861402317
1183	0.2858656989
1184	0.2857048736
1185	0.2853764369
1186	0.2851451076
1187	0.2850023045
1188	0.2848746295
1189	0.2845682052
1190	0.2842168514
1191	0.2839284266
1192	0.283697741
1193	0.2834578048
1194	0.2831903142
1195	0.28303517
1196	0.282922852
1197	0.2827534462
1198	0.2825843584
1199	0.2823318841
1200	0.2821301274
1201	0.2819778442
1202	0.2816957381
1203	0.2813995957
1204	0.2810585648
1205	0.2807990144
1206	0.2806660051
1207	0.2804333304
1208	0.2801498966
1209	0.2799258604
1210	0.2797105003
1211	0.2793744972
1212	0.2792038746
1213	0.2790676815
1214	0.2787782374
1215	0.2784785414
1216	0.2780876906
1217	0.2778939792
1218	0.2776891139
1219	0.2774262236
1220	0.2772729402
1221	0.2768611986
1222	0.2766255655
1223	0.2764660127
1224	0.2761802023
1225	0.2759916701
1226	0.2758697015
1227	0.2756526112
1228	0.2754900762
1229	0.2753151058
1230	0.2750622631
1231	0.2749380786
1232	0.2747457989
1233	0.2745377886
1234	0.2743805813
1235	0.2741637456
1236	0.2739102489
1237	0.2736544433
1238	0.2734800356
1239	0.2733091921
1240	0.2731793905
1241	0.2729150581
1242	0.2727608486
1243	0.2725749686
1244	0.2723806823
1245	0.2720554301
1246	0.2718833694
1247	0.2715237489
1248	0.2712146133
1249	0.2710236637
1250	0.2707454219
1251	0.2704882075
1252	0.2702464871
1253	0.2700792291
1254	0.2698982987
1255	0.2698049057
1256	0.2696447076
1257	0.2693796052
1258	0.2691357896
1259	0.2689415582
1260	0.2688118271
1261	0.2686982471
1262	0.2684500482
1263	0.2683636049
1264	0.2680621489
1265	0.267746258
1266	0.2675341965
1267	0.2674028899
1268	0.2672067863
1269	0.2671490463
1270	0.2670341508
1271	0.2668305837
1272	0.2666240689
1273	0.2665134426
1274	0.2663091292
1275	0.2661321438
1276	0.2659359142
1277	0.2657899675
1278	0.2655908819
1279	0.2653561054
1280	0.265061145
1281	0.2647923487
1282	0.2645840435
1283	0.2643072454
1284	0.2641105409
1285	0.2638872043
1286	0.2636750491
1287	0.2635886628
1288	0.26343648
1289	0.2632878303
1290	0.263065439
1291	0.2629800843
1292	0.2628172261
1293	0.2625569619
1294	0.2623681269
1295	0.2621939968
1296	0.2619957466
1297	0.2617977305
1298	0.2615869916
1299	0.261490021
1300	0.2613961008
1301	0.2612467982
1302	0.2611092652
1303	0.260990141
1304	0.2607419364
1305	0.2605577124
1306	0.2604190091
1307	0.2601694231
1308	0.2599700303
1309	0.2597659439
1310	0.2594607072
1311	0.2593009532
1312	0.259187503
1313	0.259059492
1314	0.2588680103
1315	0.2586704458
1316	0.2584546716
1317	0.2583002623
1318	0.2581802021
1319	0.2579359441
1320	0.2578006777
1321	0.2575411377
1322	0.2574662441
1323	0.2572903904
1324	0.2570836697
1325	0.256944439
1326	0.2567505411
1327	0.2566074244
1328	0.2564095664
1329	0.2562436405
1330	0.2561219259
1331	0.2559564006
1332	0.2558114554
1333	0.2556695112
1334	0.2555616019
1335	0.2553434433
1336	0.2550428053
1337	0.2549415591
1338	0.2547016801
1339	0.2544354727
1340	0.2542776305
1341	0.2541607798
1342	0.2538298476
1343	0.2536725842
1344	0.2534942261
1345	0.2533795243
1346	0.2532273563
1347	0.2530912622
1348	0.2529448209
1349	0.252778811
1350	0.2525807285
1351	0.2524820307
1352	0.2522488227
1353	0.2521184828
1354	0.2518669749
1355	0.2516165421
1356	0.2513265582
1357	0.2511053446
1358	0.2509371189
1359	0.2506953256
1360	0.2505376348
1361	0.2503263157
1362	0.2501548249
1363	0.2499697822
1364	0.249615715
1365	0.2494519973
1366	0.249219218
1367	0.2490499185
1368	0.2489567489
1369	0.2488202384
1370	0.2485997645
1371	0.2484053098
1372	0.2482542764
1373	0.2480297256
1374	0.247897193
1375	0.2477330151
1376	0.2476060243
1377	0.2473878216
1378	0.2472142562
1379	0.2470902828
1380	0.2468998809
1381	0.2467052744
1382	0.2465976267
1383	0.2463625253
1384	0.2462472909
1385	0.2460150689
1386	0.2458609555
1387	0.2457584154
1388	0.2456137783
1389	0.2455117183
1390	0.2454117915
1391	0.2451273327
1392	0.2449861977
1393	0.2448818044
1394	0.2447195549
1395	0.244536038
1396	0.2443843822
1397	0.2441089989
1398	0.2439114498
1399	0.2438163252
1400	0.2436984072
1401	0.2434554366
1402	0.243305589
1403	0.2431239944
1404	0.2429817873
1405	0.2428560865
1406	0.24265459
1407	0.2424015479
1408	0.2421116185
1409	0.2418850287
1410	0.2417581618
1411	0.2414763851
1412	0.2413310835
1413	0.2410518209
1414	0.2409424052
1415	0.2407518546
1416	0.2405326136
1417	0.2404059749
1418	0.2401112535
1419	0.2398470134
1420	0.2396537479
1421	0.2394766151
1422	0.2393027385
1423	0.2392048782
1424	0.2391169502
1425	0.2389122438
1426	0.2387927971
1427	0.2385639597
1428	0.2384021992
1429	0.2382870837
1430	0.2380680796
1431	0.2379147106
1432	0.2377499032
1433	0.2376451569
1434	0.2375629469
1435	0.2373912863
1436	0.2372594036
1437	0.2371382584
1438	0.2368906156
1439	0.2367932272
1440	0.2366263783
1441	0.2364496564
1442	0.236288086
1443	0.23608482
1444	0.235897593
1445	0.2358179349
1446	0.2357076115
1447	0.2355138919
1448	0.2353590337
1449	0.235134127
1450	0.2349937255
1451	0.2348982648
1452	0.2347991778
1453	0.2346437173
1454	0.2344846925
1455	0.2343471223
1456	0.2342329401
1457	0.233952133
1458	0.2338177408
1459	0.2336732681
1460	0.2334517215
1461	0.2333848723
1462	0.2332614656
1463	0.2332050795
1464	0.2329155115
1465	0.2327489032
1466	0.2325608394
1467	0.2322465515
1468	0.2320046292
1469	0.2319244073
1470	0.2317076185
1471	0.2316299862
1472	0.2315046633
1473	0.2313564729
1474	0.231252243
1475	0.2311527516
1476	0.2309336859
1477	0.2307457492
1478	0.2305619039
1479	0.2304527982
1480	0.2303271058
1481	0.230231533
1482	0.2300252724
1483	0.2299060059
1484	0.2296803682
1485	0.2295729656
1486	0.229488523
1487	0.2293204804
1488	0.2291927321
1489	0.2290323222
1490	0.2288517648
1491	0.2287486523
1492	0.2286350197
1493	0.2284436877
1494	0.2282754341
1495	0.2281206269
1496	0.2280231748
1497	0.2279067193
1498	0.2277713437
1499	0.2274709311
1500	0.227326258
1501	0.2272311577
1502	0.2269220016
1503	0.2266864712
1504	0.2264446132
1505	0.2263515903
1506	0.2261019465
1507	0.2260038116
1508	0.2259125678
1509	0.2258354003
1510	0.2257200861
1511	0.2255230603
1512	0.2254030956
1513	0.2253060736
1514	0.2252079448
1515	0.225067724
