iter	Passed	Remaining
965	4960	5309
966	4963	5302
967	4967	5296
968	4971	5289
969	4975	5283
970	4979	5277
971	4984	5271
972	4989	5266
973	4993	5260
974	4998	5255
975	5002	5248
976	5007	5243
977	5010	5236
978	5014	5229
979	5018	5222
980	5021	5215
981	5024	5208
982	5027	5201
983	5030	5194
984	5033	5187
985	5036	5179
986	5040	5172
987	5043	5166
988	5047	5159
989	5050	5152
990	5052	5144
991	5055	5137
992	5058	5129
993	5061	5122
994	5065	5116
995	5069	5109
996	5072	5102
997	5075	5095
998	5078	5088
999	5082	5082
1000	5085	5075
1001	5089	5069
1002	5093	5062
1003	5097	5056
1004	5099	5049
1005	5102	5041
1006	5105	5034
1007	5108	5027
1008	5113	5022
1009	5116	5015
1010	5120	5008
1011	5125	5003
1012	5131	4999
1013	5134	4992
1014	5137	4985
1015	5141	4979
1016	5146	4974
1017	5149	4967
1018	5153	4961
1019	5156	4954
1020	5159	4947
1021	5162	4940
1022	5165	4933
1023	5168	4926
1024	5172	4920
1025	5175	4913
1026	5179	4907
1027	5182	4900
1028	5186	4894
1029	5190	4887
1030	5193	4881
1031	5196	4874
1032	5199	4866
1033	5202	4859
1034	5204	4852
1035	5207	4845
1036	5210	4838
1037	5213	4831
1038	5215	4824
1039	5218	4817
1040	5221	4810
1041	5225	4804
1042	5228	4797
1043	5232	4791
1044	5235	4784
1045	5238	4778
1046	5242	4772
1047	5245	4764
1048	5248	4758
1049	5251	4751
1050	5254	4744
1051	5258	4738
1052	5260	4731
1053	5264	4724
1054	5267	4718
1055	5270	4711
1056	5274	4705
1057	5277	4698
1058	5280	4691
1059	5284	4686
1060	5287	4679
1061	5290	4672
1062	5293	4666
1063	5297	4660
1064	5302	4655
1065	5307	4650
1066	5310	4643
1067	5313	4637
1068	5316	4630
1069	5319	4623
1070	5324	4618
1071	5327	4612
1072	5331	4605
1073	5333	4598
1074	5337	4592
1075	5340	4585
1076	5342	4578
1077	5345	4572
1078	5348	4565
1079	5351	4558
1080	5355	4553
1081	5358	4546
1082	5362	4540
1083	5365	4533
1084	5369	4527
1085	5372	4521
1086	5374	4514
1087	5377	4507
1088	5380	4501
1089	5383	4494
1090	5386	4487
1091	5389	4481
1092	5393	4475
1093	5396	4469
1094	5400	4463
1095	5403	4456
1096	5405	4449
1097	5408	4443
1098	5411	4436
1099	5414	4429
1100	5417	4423
1101	5420	4417
1102	5422	4410
1103	5425	4403
1104	5428	4396
1105	5431	4390
1106	5435	4384
1107	5437	4377
1108	5440	4370
1109	5443	4364
1110	5446	4357
1111	5450	4352
1112	5453	4346
1113	5456	4339
1114	5459	4333
1115	5462	4326
1116	5465	4320
1117	5469	4314
1118	5471	4307
1119	5474	4301
1120	5477	4295
1121	5480	4288
1122	5483	4282
1123	5486	4276
1124	5489	4269
1125	5492	4262
1126	5495	4256
1127	5500	4251
1128	5503	4245
1129	5506	4239
1130	5509	4233
1131	5512	4226
1132	5515	4220
1133	5518	4214
1134	5521	4207
1135	5523	4201
1136	5526	4194
1137	5529	4188
1138	5532	4182
1139	5535	4175
1140	5538	4169
1141	5540	4162
1142	5543	4156
1143	5547	4150
1144	5549	4144
1145	5552	4137
1146	5555	4131
1147	5557	4124
1148	5560	4118
1149	5564	4112
1150	5567	4106
1151	5570	4100
1152	5573	4093
1153	5576	4087
1154	5579	4082
1155	5582	4075
1156	5584	4069
1157	5588	4063
1158	5591	4057
1159	5594	4051
1160	5597	4045
1161	5600	4038
1162	5603	4032
1163	5606	4026
1164	5609	4020
1165	5612	4014
1166	5616	4008
1167	5619	4002
1168	5622	3996
1169	5625	3990
1170	5629	3985
1171	5633	3979
1172	5636	3973
1173	5638	3967
1174	5642	3961
1175	5646	3956
1176	5649	3949
1177	5652	3943
1178	5654	3937
1179	5658	3932
1180	5661	3926
1181	5664	3920
1182	5667	3914
1183	5670	3908
1184	5673	3902
1185	5677	3896
1186	5679	3890
1187	5682	3884
1188	5685	3878
1189	5688	3872
1190	5693	3867
1191	5696	3861
1192	5699	3855
1193	5702	3849
1194	5705	3843
1195	5708	3837
1196	5711	3831
1197	5714	3825
1198	5717	3819
1199	5720	3813
1200	5723	3807
1201	5726	3801
1202	5729	3795
1203	5731	3789
1204	5734	3783
1205	5739	3778
1206	5741	3772
1207	5744	3766
1208	5747	3760
1209	5750	3754
1210	5753	3748
1211	5756	3742
1212	5759	3736
1213	5762	3730
1214	5765	3724
1215	5767	3718
1216	5771	3713
1217	5774	3707
1218	5778	3702
1219	5782	3696
1220	5785	3691
1221	5788	3685
1222	5791	3679
1223	5794	3673
1224	5797	3667
1225	5800	3662
1226	5805	3657
1227	5808	3651
1228	5811	3645
1229	5815	3640
1230	5817	3634
1231	5821	3628
1232	5823	3622
1233	5826	3616
1234	5830	3611
1235	5834	3606
1236	5837	3600
1237	5840	3594
1238	5843	3588
1239	5845	3582
1240	5848	3577
1241	5851	3571
1242	5854	3565
1243	5857	3559
1244	5860	3554
1245	5863	3548
1246	5868	3543
1247	5872	3538
1248	5876	3533
1249	5879	3527
1250	5884	3523
1251	5889	3518
1252	5893	3513
1253	5896	3507
1254	5900	3502
1255	5903	3496
1256	5905	3490
1257	5908	3485
1258	5911	3479
1259	5914	3473
1260	5917	3468
1261	5921	3462
1262	5925	3457
1263	5928	3451
1264	5932	3446
1265	5936	3441
1266	5941	3437
1267	5945	3432
1268	5949	3427
1269	5952	3421
1270	5958	3417
1271	5961	3411
1272	5966	3407
1273	5970	3402
1274	5975	3397
1275	5978	3392
1276	5983	3387
1277	5987	3382
1278	5992	3378
1279	5998	3373
1280	6002	3368
1281	6006	3363
1282	6010	3358
1283	6014	3353
1284	6017	3348
1285	6021	3343
1286	6025	3337
1287	6030	3333
1288	6033	3328
1289	6039	3323
1290	6042	3318
1291	6048	3314
1292	6052	3309
1293	6055	3304
1294	6062	3300
1295	6066	3295
1296	6069	3289
1297	6072	3284
1298	6076	3278
1299	6080	3273
1300	6083	3268
1301	6087	3263
1302	6090	3257
1303	6094	3253
1304	6097	3247
1305	6100	3241
1306	6103	3236
1307	6107	3231
1308	6112	3226
1309	6114	3220
1310	6118	3215
1311	6121	3209
1312	6124	3204
1313	6127	3199
1314	6130	3193
1315	6134	3188
1316	6137	3183
1317	6141	3178
1318	6144	3172
1319	6148	3167
1320	6152	3162
1321	6156	3157
1322	6160	3152
1323	6164	3147
1324	6167	3142
1325	6170	3136
1326	6174	3131
1327	6177	3125
1328	6180	3120
1329	6183	3115
1330	6187	3109
1331	6190	3104
1332	6193	3099
1333	6196	3093
1334	6199	3088
1335	6202	3082
1336	6206	3077
1337	6208	3071
1338	6211	3066
1339	6214	3060
1340	6217	3055
1341	6221	3050
1342	6224	3045
1343	6227	3039
1344	6230	3034
1345	6233	3028
1346	6236	3023
1347	6239	3017
1348	6242	3012
1349	6247	3008
1350	6251	3002
1351	6255	2997
1352	6257	2992
1353	6260	2987
1354	6263	2981
1355	6266	2976
1356	6269	2970
1357	6272	2965
1358	6275	2959
1359	6278	2954
1360	6282	2949
1361	6286	2944
1362	6289	2939
1363	6291	2933
1364	6295	2928
1365	6299	2923
1366	6303	2919
1367	6307	2914
1368	6311	2909
1369	6314	2903
1370	6318	2898
1371	6321	2893
1372	6324	2888
1373	6327	2882
1374	6330	2877
1375	6334	2872
1376	6336	2866
1377	6339	2861
1378	6342	2856
1379	6345	2850
1380	6348	2845
1381	6351	2840
1382	6354	2834
1383	6358	2829
1384	6361	2824
1385	6365	2819
1386	6369	2814
1387	6371	2809
1388	6374	2804
1389	6377	2798
1390	6381	2793
1391	6384	2788
1392	6386	2783
1393	6391	2778
1394	6394	2773
1395	6397	2768
1396	6400	2762
1397	6403	2757
1398	6407	2752
1399	6410	2747
1400	6414	2742
1401	6417	2737
1402	6419	2731
1403	6422	2726
1404	6425	2721
1405	6429	2716
1406	6432	2711
1407	6436	2706
1408	6439	2701
1409	6442	2695
1410	6446	2691
1411	6449	2685
1412	6452	2680
1413	6455	2675
1414	6458	2670
1415	6461	2664
1416	6464	2659
1417	6467	2654
1418	6470	2649
1419	6473	2644
1420	6476	2639
1421	6481	2634
1422	6484	2629
1423	6487	2624
1424	6490	2618
1425	6493	2613
1426	6496	2608
1427	6499	2603
1428	6502	2598
1429	6505	2592
1430	6507	2587
1431	6511	2582
1432	6514	2577
1433	6523	2574
1434	6529	2570
1435	6553	2573
1436	6590	2582
1437	6600	2579
1438	6609	2576
1439	6622	2575
1440	6634	2573
1441	6641	2570
1442	6648	2566
1443	6654	2562
1444	6660	2558
1445	6667	2554
1446	6674	2550
1447	6679	2546
1448	6683	2541
1449	6688	2536
1450	6694	2533
1451	6698	2527
1452	6701	2522
1453	6704	2517
1454	6709	2513
1455	6712	2507
1456	6716	2503
1457	6719	2497
1458	6723	2493
1459	6726	2487
1460	6731	2483
1461	6735	2478
1462	6740	2474
1463	6743	2468
1464	6747	2464
1465	6750	2459
1466	6754	2454
1467	6757	2449
1468	6760	2443
1469	6764	2438
1470	6767	2433
1471	6770	2428
1472	6774	2423
1473	6777	2418
1474	6780	2413
1475	6784	2408
1476	6794	2405
1477	6804	2403
1478	6809	2398
1479	6814	2394
1480	6820	2390
1481	6823	2385
1482	6826	2380
1483	6829	2374
1484	6833	2369
1485	6838	2365
1486	6842	2360
1487	6846	2355
1488	6851	2351
1489	6860	2348
1490	6864	2343
1491	6870	2339
1492	6873	2334
1493	6877	2329
1494	6881	2324
1495	6886	2319
1496	6890	2315
1497	6894	2310
1498	6898	2305
1499	6903	2301
1500	6907	2296
1501	6911	2291
1502	6916	2287
1503	6921	2282
1504	6925	2277
1505	6928	2272
1506	6933	2268
1507	6936	2263
1508	6940	2258
1509	6944	2253
1510	6948	2248
1511	6951	2243
1512	6954	2238
1513	6957	2233
1514	6960	2228
1515	6965	2223
1516	6968	2218
1517	6972	2213
1518	6974	2208
1519	6977	2203
1520	6982	2198
1521	6985	2193
1522	6988	2188
1523	6992	2183
1524	6994	2178
1525	6998	2173
1526	7001	2168
1527	7003	2163
1528	7007	2158
1529	7010	2153
1530	7014	2148
1531	7017	2143
1532	7020	2138
1533	7023	2133
1534	7026	2128
1535	7030	2123
1536	7033	2118
1537	7036	2113
1538	7039	2108
1539	7042	2103
1540	7047	2099
1541	7050	2094
1542	7053	2089
1543	7056	2084
1544	7060	2079
1545	7063	2074
1546	7066	2069
1547	7069	2064
1548	7072	2059
1549	7075	2054
1550	7079	2049
1551	7081	2044
1552	7085	2039
1553	7088	2034
1554	7091	2029
1555	7095	2024
1556	7098	2019
1557	7101	2014
1558	7105	2010
1559	7109	2005
1560	7112	2000
1561	7116	1995
1562	7119	1990
1563	7123	1985
1564	7128	1981
1565	7134	1977
1566	7138	1972
1567	7144	1968
1568	7147	1963
1569	7150	1958
1570	7154	1953
1571	7157	1948
1572	7160	1943
1573	7163	1938
1574	7166	1933
1575	7169	1928
1576	7174	1924
1577	7177	1919
1578	7180	1914
1579	7184	1909
1580	7187	1904
1581	7190	1899
1582	7193	1894
1583	7195	1889
1584	7198	1884
1585	7201	1879
1586	7206	1875
1587	7209	1870
1588	7213	1865
1589	7216	1860
1590	7220	1856
1591	7223	1851
1592	7225	1846
1593	7228	1841
1594	7231	1836
1595	7234	1831
1596	7238	1826
1597	7241	1821
1598	7244	1816
1599	7247	1811
1600	7249	1806
1601	7253	1802
1602	7256	1797
1603	7259	1792
1604	7262	1787
1605	7264	1782
1606	7268	1777
1607	7271	1772
1608	7273	1767
1609	7276	1762
1610	7279	1757
1611	7282	1752
1612	7285	1748
1613	7288	1743
1614	7291	1738
1615	7294	1733
1616	7297	1728
1617	7301	1723
1618	7304	1719
1619	7308	1714
1620	7311	1709
1621	7314	1704
1622	7317	1699
1623	7320	1694
1624	7323	1690
1625	7327	1685
1626	7332	1681
1627	7338	1676
1628	7344	1672
1629	7349	1668
1630	7352	1663
1631	7356	1658
1632	7360	1654
1633	7364	1649
1634	7367	1644
1635	7370	1639
1636	7373	1635
1637	7376	1630
1638	7380	1625
1639	7383	1620
1640	7385	1615
1641	7389	1611
1642	7392	1606
1643	7395	1601
1644	7398	1596
1645	7401	1591
1646	7404	1586
1647	7407	1582
1648	7410	1577
1649	7414	1572
1650	7416	1567
1651	7419	1562
1652	7422	1558
1653	7425	1553
1654	7428	1548
1655	7432	1544
1656	7435	1539
1657	7438	1534
1658	7441	1529
1659	7444	1524
1660	7448	1520
1661	7451	1515
1662	7455	1510
1663	7460	1506
1664	7465	1502
1665	7470	1497
1666	7473	1492
1667	7478	1488
1668	7481	1483
1669	7485	1479
1670	7488	1474
1671	7493	1469
1672	7495	1465
1673	7498	1460
1674	7501	1455
1675	7504	1450
1676	7508	1446
1677	7511	1441
1678	7514	1436
1679	7517	1431
1680	7519	1427
1681	7522	1422
1682	7526	1417
1683	7529	1412
1684	7532	1408
1685	7535	1403
1686	7538	1398
1687	7541	1393
1688	7544	1389
1689	7546	1384
