iter	Passed	Remaining
154	818	7099
155	824	7099
156	831	7115
157	836	7102
158	840	7089
159	847	7095
160	851	7078
161	855	7069
162	862	7072
163	866	7059
164	872	7062
165	878	7057
166	882	7043
167	886	7029
168	892	7032
169	897	7023
170	903	7019
171	909	7024
172	913	7009
173	918	7002
174	924	6996
175	927	6979
176	931	6963
177	935	6946
178	942	6958
179	948	6955
180	956	6970
181	961	6962
182	967	6960
183	972	6955
184	976	6938
185	979	6921
186	982	6900
187	986	6882
188	990	6869
189	993	6851
190	996	6832
191	999	6811
192	1002	6791
193	1007	6781
194	1010	6760
195	1013	6745
196	1018	6735
197	1023	6730
198	1027	6717
199	1030	6701
200	1034	6682
201	1037	6669
202	1040	6649
203	1044	6632
204	1046	6612
205	1049	6594
206	1053	6580
207	1056	6559
208	1058	6539
209	1063	6533
210	1073	6555
211	1076	6542
212	1080	6527
213	1083	6511
214	1088	6507
215	1091	6489
216	1096	6483
217	1102	6480
218	1106	6469
219	1111	6465
220	1117	6467
221	1120	6450
222	1123	6435
223	1128	6428
224	1135	6433
225	1138	6418
226	1142	6407
227	1145	6392
228	1151	6392
229	1162	6419
230	1168	6421
231	1172	6410
232	1176	6398
233	1182	6395
234	1186	6386
235	1190	6377
236	1194	6364
237	1198	6352
238	1201	6337
239	1204	6324
240	1208	6314
241	1212	6300
242	1216	6292
243	1219	6278
244	1223	6267
245	1226	6253
246	1230	6244
247	1234	6230
248	1237	6219
249	1241	6209
250	1245	6198
251	1248	6182
252	1251	6167
253	1254	6152
254	1257	6137
255	1261	6129
256	1263	6113
257	1266	6098
258	1269	6083
259	1272	6068
260	1275	6053
261	1278	6042
262	1281	6027
263	1283	6011
264	1286	5995
265	1289	5980
266	1292	5966
267	1294	5952
268	1297	5935
269	1299	5920
270	1302	5905
271	1304	5890
272	1307	5875
273	1310	5865
274	1313	5849
275	1315	5834
276	1318	5820
277	1320	5806
278	1323	5793
279	1327	5782
280	1330	5773
281	1339	5787
282	1344	5780
283	1347	5769
284	1350	5757
285	1353	5744
286	1357	5736
287	1360	5723
288	1362	5710
289	1365	5697
290	1368	5683
291	1370	5671
292	1374	5661
293	1377	5649
294	1379	5636
295	1382	5623
296	1385	5610
297	1391	5613
298	1395	5604
299	1400	5602
300	1407	5605
301	1410	5596
302	1414	5588
303	1418	5579
304	1422	5573
305	1425	5560
306	1428	5549
307	1431	5540
308	1435	5534
309	1441	5534
310	1455	5563
311	1460	5560
312	1467	5563
313	1472	5561
314	1475	5550
315	1478	5540
316	1481	5528
317	1484	5518
318	1488	5509
319	1490	5496
320	1493	5484
321	1496	5472
322	1498	5461
323	1502	5452
324	1505	5441
325	1507	5429
326	1510	5418
327	1513	5407
328	1516	5396
329	1520	5389
330	1522	5378
331	1525	5367
332	1528	5356
333	1531	5346
334	1538	5349
335	1542	5342
336	1544	5331
337	1547	5321
338	1551	5314
339	1554	5303
340	1557	5292
341	1560	5284
342	1563	5275
343	1567	5267
344	1570	5256
345	1572	5246
346	1575	5236
347	1579	5229
348	1583	5221
349	1586	5212
350	1589	5202
351	1592	5192
352	1594	5182
353	1599	5177
354	1602	5167
355	1604	5157
356	1607	5147
357	1611	5140
358	1618	5144
359	1622	5136
360	1625	5129
361	1631	5128
362	1635	5121
363	1638	5114
364	1643	5111
365	1647	5106
366	1653	5104
367	1666	5124
368	1669	5117
369	1672	5108
370	1677	5104
371	1681	5097
372	1684	5088
373	1686	5078
374	1690	5070
375	1693	5062
376	1697	5057
377	1700	5047
378	1704	5042
379	1708	5036
380	1712	5030
381	1715	5021
382	1718	5011
383	1721	5002
384	1724	4993
385	1727	4985
386	1730	4977
387	1733	4967
388	1736	4959
389	1739	4950
390	1742	4941
391	1745	4935
392	1748	4925
393	1751	4915
394	1754	4906
395	1756	4897
396	1761	4894
397	1764	4884
398	1766	4875
399	1769	4866
400	1772	4857
401	1775	4850
402	1778	4842
403	1781	4832
404	1784	4823
405	1787	4815
406	1789	4806
407	1793	4799
408	1796	4791
409	1798	4782
410	1801	4773
411	1804	4765
412	1807	4757
413	1811	4751
414	1813	4742
415	1816	4733
416	1819	4724
417	1822	4716
418	1825	4709
419	1827	4700
420	1830	4691
421	1833	4683
422	1835	4673
423	1838	4664
424	1841	4656
425	1844	4649
426	1846	4641
427	1849	4631
428	1851	4622
429	1854	4614
430	1857	4608
431	1860	4600
432	1863	4592
433	1866	4584
434	1869	4576
435	1871	4567
436	1875	4562
437	1877	4553
438	1880	4543
439	1882	4535
440	1884	4526
441	1887	4517
442	1890	4511
443	1893	4503
444	1895	4494
445	1898	4486
446	1900	4477
447	1903	4469
448	1906	4463
449	1908	4454
450	1911	4445
451	1913	4436
452	1915	4427
453	1918	4419
454	1920	4411
455	1924	4405
456	1926	4397
457	1929	4389
458	1931	4380
459	1933	4372
460	1936	4363
461	1939	4358
462	1942	4350
463	1944	4341
464	1947	4334
465	1949	4326
466	1952	4318
467	1955	4312
468	1957	4303
469	1960	4295
470	1962	4287
471	1964	4279
472	1967	4271
473	1970	4265
474	1973	4258
475	1976	4251
476	1979	4244
477	1981	4237
478	1984	4230
479	1987	4223
480	1990	4216
481	1992	4208
482	1996	4204
483	2000	4200
484	2004	4195
485	2007	4188
486	2009	4180
487	2012	4172
488	2014	4165
489	2017	4157
490	2020	4151
491	2022	4143
492	2024	4135
493	2028	4130
494	2030	4122
495	2033	4115
496	2035	4108
497	2038	4101
498	2040	4093
499	2042	4085
500	2045	4077
501	2047	4070
502	2049	4062
503	2052	4056
504	2055	4049
505	2057	4041
506	2060	4035
507	2062	4028
508	2065	4021
509	2068	4015
510	2071	4008
511	2073	4000
512	2075	3993
513	2078	3986
514	2080	3980
515	2084	3974
516	2087	3968
517	2089	3961
518	2092	3954
519	2094	3947
520	2096	3940
521	2101	3936
522	2103	3929
523	2105	3922
524	2108	3915
525	2110	3908
526	2113	3901
527	2115	3894
528	2118	3888
529	2120	3881
530	2123	3874
531	2126	3868
532	2128	3862
533	2132	3857
534	2135	3852
535	2138	3845
536	2141	3839
537	2144	3833
538	2147	3828
539	2151	3824
540	2154	3818
541	2157	3813
542	2160	3808
543	2164	3803
544	2167	3797
545	2170	3791
546	2173	3786
547	2175	3779
548	2178	3773
549	2181	3768
550	2183	3761
551	2186	3755
552	2189	3749
553	2192	3743
554	2195	3737
555	2198	3732
556	2200	3725
557	2202	3718
558	2205	3712
559	2207	3705
560	2209	3698
561	2213	3693
562	2215	3686
563	2217	3679
564	2219	3673
565	2222	3667
566	2225	3662
567	2229	3657
568	2231	3651
569	2233	3644
570	2237	3640
571	2240	3635
572	2244	3630
573	2246	3623
574	2248	3617
575	2250	3610
576	2253	3605
577	2256	3599
578	2259	3593
579	2262	3589
580	2265	3583
581	2268	3577
582	2273	3576
583	2278	3573
584	2281	3567
585	2284	3562
586	2287	3558
587	2311	3585
588	2315	3581
589	2320	3578
590	2323	3574
591	2327	3570
592	2330	3565
593	2334	3560
594	2338	3556
595	2346	3559
596	2350	3555
597	2359	3559
598	2364	3557
599	2371	3557
600	2376	3554
601	2380	3550
602	2384	3546
603	2387	3542
604	2392	3538
605	2395	3533
606	2398	3528
607	2402	3524
608	2426	3550
609	2430	3545
610	2435	3542
611	2439	3539
612	2460	3560
613	2464	3556
614	2467	3551
615	2471	3546
616	2476	3543
617	2478	3537
618	2482	3533
619	2488	3532
620	2492	3527
621	2494	3521
622	2498	3517
623	2501	3512
624	2506	3509
625	2510	3504
626	2513	3500
627	2517	3495
628	2521	3491
629	2526	3488
630	2529	3483
631	2532	3477
632	2535	3472
633	2538	3467
634	2540	3461
635	2543	3454
636	2545	3449
637	2548	3443
638	2551	3437
639	2554	3432
640	2556	3426
641	2559	3420
642	2561	3414
643	2563	3407
644	2566	3402
645	2568	3395
646	2572	3392
647	2575	3385
648	2577	3379
649	2579	3373
650	2582	3368
651	2584	3361
652	2588	3357
653	2590	3351
654	2593	3345
655	2595	3339
656	2598	3334
657	2601	3329
658	2605	3325
659	2608	3320
660	2611	3314
661	2615	3310
662	2618	3305
663	2621	3300
664	2623	3294
665	2630	3294
666	2646	3304
667	2649	3299
668	2653	3296
669	2656	3290
670	2658	3284
671	2661	3279
672	2672	3283
673	2674	3278
674	2677	3272
675	2680	3266
676	2684	3262
677	2687	3258
678	2689	3252
679	2693	3248
680	2696	3243
681	2699	3237
682	2702	3232
683	2705	3227
684	2707	3221
685	2710	3215
686	2712	3210
687	2716	3206
688	2719	3200
689	2721	3194
690	2724	3189
691	2726	3183
692	2729	3178
693	2732	3173
694	2735	3168
695	2737	3162
696	2740	3157
697	2743	3151
698	2745	3146
699	2748	3141
700	2751	3136
701	2754	3130
702	2756	3125
703	2759	3120
704	2762	3115
705	2768	3113
706	2771	3108
707	2774	3103
708	2777	3098
709	2780	3093
710	2783	3088
711	2785	3083
712	2789	3078
713	2792	3073
714	2795	3068
715	2799	3065
716	2801	3059
717	2804	3054
718	2807	3049
719	2809	3043
720	2812	3038
721	2815	3033
722	2817	3028
723	2820	3023
724	2823	3018
725	2826	3013
726	2829	3008
727	2831	3002
728	2833	2996
729	2836	2991
730	2838	2986
731	2841	2981
732	2844	2976
733	2847	2971
734	2849	2965
735	2851	2960
736	2854	2955
737	2857	2950
738	2861	2946
739	2864	2942
740	2867	2937
741	2870	2932
742	2874	2928
743	2878	2925
744	2882	2920
745	2885	2916
746	2888	2912
747	2898	2913
748	2900	2908
749	2904	2904
750	2907	2899
751	2912	2896
752	2915	2891
753	2917	2886
754	2920	2881
755	2923	2877
756	2929	2875
757	2932	2870
758	2935	2866
759	2938	2861
760	2942	2857
761	2945	2852
762	2948	2847
763	2951	2843
764	2955	2839
765	2961	2837
766	2964	2832
767	2968	2829
768	2971	2824
769	2974	2819
770	2978	2816
771	2981	2811
772	2984	2806
773	2986	2801
774	2990	2797
775	2993	2792
776	2996	2788
777	2998	2783
778	3001	2777
779	3003	2772
780	3005	2767
781	3008	2762
782	3011	2757
783	3013	2752
784	3016	2747
785	3019	2742
786	3022	2737
787	3025	2733
788	3027	2728
789	3030	2723
790	3032	2718
791	3035	2713
792	3038	2708
793	3041	2704
794	3044	2699
795	3046	2694
796	3049	2689
797	3051	2684
798	3053	2679
799	3056	2674
800	3059	2669
801	3061	2664
802	3064	2659
803	3066	2654
804	3069	2649
805	3071	2645
806	3074	2640
807	3076	2634
808	3078	2629
809	3081	2624
810	3083	2619
811	3086	2614
812	3089	2610
813	3092	2606
814	3094	2600
815	3097	2596
816	3099	2591
817	3101	2586
818	3104	2581
819	3107	2576
820	3109	2571
821	3112	2567
822	3114	2562
823	3117	2557
824	3119	2552
825	3122	2548
826	3125	2543
827	3127	2538
828	3129	2533
829	3132	2528
830	3135	2523
831	3138	2520
832	3141	2515
833	3143	2510
834	3146	2505
835	3149	2501
836	3151	2496
837	3155	2492
838	3157	2487
839	3160	2483
840	3163	2479
841	3167	2474
842	3170	2470
843	3172	2465
844	3175	2461
845	3177	2456
846	3180	2451
847	3183	2447
848	3186	2443
849	3189	2439
850	3192	2434
851	3196	2430
852	3200	2427
853	3203	2423
854	3206	2418
855	3208	2414
856	3211	2409
857	3214	2404
858	3218	2402
859	3221	2397
860	3224	2392
861	3226	2388
862	3229	2383
863	3231	2379
864	3235	2375
865	3239	2371
866	3242	2367
867	3245	2362
868	3247	2358
869	3250	2353
870	3253	2349
871	3255	2344
872	3258	2340
873	3261	2335
874	3263	2331
875	3267	2327
876	3270	2323
877	3273	2318
878	3275	2314
879	3278	2309
880	3281	2305
881	3284	2301
882	3286	2296
883	3289	2292
884	3293	2288
885	3296	2284
886	3300	2281
887	3305	2278
888	3311	2276
889	3319	2275
890	3324	2272
891	3330	2269
892	3335	2266
893	3339	2263
894	3343	2260
895	3346	2255
896	3350	2252
897	3352	2247
898	3354	2242
899	3357	2238
900	3360	2234
901	3363	2229
902	3366	2225
903	3369	2221
904	3371	2216
905	3373	2212
906	3376	2207
907	3379	2203
908	3383	2199
909	3385	2195
910	3388	2190
911	3391	2186
912	3394	2182
913	3397	2178
914	3400	2174
915	3403	2169
916	3406	2165
917	3409	2161
918	3412	2157
919	3415	2153
920	3419	2149
921	3422	2145
922	3425	2141
923	3428	2137
924	3431	2133
925	3433	2128
926	3436	2124
927	3442	2122
928	3447	2118
929	3450	2115
930	3456	2112
931	3462	2110
932	3466	2106
933	3471	2103
934	3476	2100
935	3481	2098
936	3485	2094
937	3488	2090
938	3491	2085
939	3495	2082
940	3498	2078
941	3500	2073
942	3503	2069
943	3507	2065
944	3511	2062
945	3513	2057
946	3516	2053
947	3519	2049
948	3522	2045
949	3525	2041
950	3529	2037
951	3531	2033
952	3535	2029
953	3537	2024
954	3541	2020
955	3544	2017
956	3547	2012
957	3550	2008
958	3553	2004
959	3556	2000
960	3560	1997
961	3563	1993
962	3566	1989
963	3570	1985
964	3573	1981
965	3577	1977
966	3580	1973
967	3583	1969
968	3587	1965
969	3591	1962
970	3594	1958
971	3596	1953
972	3600	1949
973	3603	1946
974	3608	1942
975	3611	1938
976	3613	1934
977	3616	1930
978	3619	1926
979	3622	1922
980	3625	1918
981	3628	1913
982	3631	1909
983	3634	1905
984	3637	1901
985	3641	1898
986	3645	1894
987	3648	1890
988	3651	1886
989	3656	1883
990	3659	1879
991	3662	1875
992	3664	1871
993	3667	1866
994	3669	1862
995	3673	1858
996	3676	1854
997	3679	1850
998	3681	1846
999	3684	1842
1000	3688	1838
1001	3690	1834
1002	3693	1830
1003	3696	1826
1004	3698	1821
1005	3701	1817
1006	3705	1813
1007	3707	1809
1008	3710	1805
1009	3713	1801
1010	3716	1797
1011	3718	1793
1012	3722	1789
1013	3724	1785
1014	3727	1781
1015	3730	1776
1016	3732	1772
1017	3734	1768
1018	3738	1764
1019	3740	1760
1020	3742	1755
1021	3745	1751
1022	3748	1747
1023	3751	1743
1024	3754	1739
1025	3756	1735
1026	3759	1731
1027	3761	1727
1028	3763	1722
1029	3766	1718
1030	3770	1714
1031	3772	1710
1032	3775	1706
1033	3777	1702
1034	3779	1698
1035	3782	1694
1036	3790	1692
1037	3793	1688
1038	3796	1684
1039	3798	1680
1040	3802	1676
1041	3804	1672
1042	3807	1668
1043	3809	1664
1044	3812	1659
1045	3814	1655
1046	3818	1651
1047	3820	1647
1048	3822	1643
1049	3825	1639
1050	3827	1635
1051	3830	1631
1052	3832	1626
1053	3835	1622
1054	3837	1618
1055	3839	1614
1056	3841	1610
1057	3844	1605
1058	3846	1601
1059	3849	1598
1060	3852	1593
1061	3854	1589
1062	3857	1585
1063	3859	1581
1064	3862	1577
1065	3864	1573
1066	3867	1569
1067	3870	1565
1068	3872	1561
1069	3874	1557
1070	3876	1552
1071	3879	1548
1072	3882	1545
1073	3885	1541
1074	3887	1536
1075	3890	1532
1076	3892	1528
1077	3895	1524
1078	3899	1521
1079	3901	1517
1080	3903	1513
1081	3906	1509
1082	3909	1505
1083	3912	1501
1084	3916	1497
1085	3918	1493
1086	3921	1490
1087	3924	1486
1088	3927	1482
1089	3932	1479
1090	3935	1475
1091	3939	1471
1092	3942	1468
1093	3945	1464
1094	3949	1460
1095	3951	1456
1096	3954	1452
1097	3957	1449
1098	3961	1445
1099	3964	1441
1100	3967	1437
1101	3970	1433
1102	3972	1429
1103	3975	1426
1104	3977	1421
1105	3981	1418
1106	3983	1414
1107	3985	1410
1108	3987	1405
1109	3990	1401
1110	3992	1398
1111	3996	1394
1112	3999	1390
1113	4001	1386
1114	4003	1382
1115	4006	1378
1116	4008	1374
1117	4011	1370
1118	4013	1366
1119	4016	1362
1120	4018	1358
1121	4021	1354
1122	4023	1350
1123	4026	1346
1124	4029	1343
1125	4031	1338
1126	4033	1334
1127	4035	1330
1128	4038	1326
1129	4040	1323
1130	4044	1319
1131	4046	1315
1132	4049	1311
1133	4051	1307
1134	4054	1303
1135	4056	1299
1136	4058	1295
1137	4062	1292
1138	4064	1288
1139	4066	1284
1140	4068	1280
1141	4071	1276
1142	4074	1272
1143	4077	1268
1144	4079	1264
1145	4082	1261
1146	4084	1257
1147	4086	1253
1148	4089	1249
1149	4092	1245
1150	4095	1241
1151	4097	1237
1152	4100	1234
1153	4103	1230
1154	4106	1226
1155	4109	1222
1156	4112	1219
1157	4114	1215
1158	4116	1211
1159	4118	1207
1160	4121	1203
1161	4123	1199
1162	4126	1195
1163	4128	1191
1164	4131	1187
1165	4133	1183
1166	4135	1180
1167	4138	1176
1168	4140	1172
1169	4143	1168
1170	4145	1164
1171	4148	1160
1172	4150	1157
1173	4153	1153
1174	4155	1149
1175	4158	1145
1176	4161	1141
1177	4167	1139
1178	4171	1135
1179	4175	1132
1180	4177	1128
1181	4179	1124
1182	4182	1120
1183	4184	1116
1184	4187	1113
1185	4191	1109
1186	4193	1105
1187	4195	1101
1188	4198	1098
1189	4201	1094
1190	4203	1090
1191	4206	1087
1192	4209	1083
1193	4211	1079
1194	4214	1075
1195	4216	1071
1196	4219	1067
1197	4222	1064
1198	4224	1060
1199	4227	1056
1200	4229	1053
1201	4232	1049
1202	4234	1045
1203	4238	1042
1204	4240	1038
1205	4243	1034
1206	4246	1030
1207	4249	1027
1208	4251	1023
1209	4255	1019
1210	4257	1016
1211	4260	1012
1212	4262	1008
1213	4265	1004
1214	4267	1001
1215	4269	997
1216	4272	993
1217	4275	989
1218	4279	986
1219	4282	982
1220	4285	979
1221	4288	975
1222	4290	971
1223	4292	968
1224	4295	964
1225	4298	960
1226	4301	956
1227	4304	953
1228	4307	949
1229	4309	945
1230	4312	942
1231	4314	938
1232	4317	934
1233	4320	931
1234	4322	927
1235	4325	923
1236	4327	920
1237	4329	916
1238	4331	912
1239	4334	908
1240	4337	905
1241	4339	901
1242	4342	897
1243	4344	894
1244	4346	890
1245	4349	886
1246	4352	883
1247	4354	879
1248	4357	875
1249	4359	871
1250	4362	868
1251	4365	864
1252	4367	860
1253	4370	857
1254	4372	853
1255	4374	849
1256	4377	846
1257	4379	842
1258	4382	838
1259	4385	835
1260	4388	831
1261	4390	827
1262	4392	824
1263	4395	820
1264	4397	816
1265	4399	813
1266	4402	809
1267	4404	805
1268	4406	802
1269	4409	798
1270	4411	794
1271	4413	791
1272	4417	787
1273	4419	784
1274	4422	780
1275	4424	776
1276	4427	773
1277	4429	769
1278	4431	765
1279	4434	762
1280	4436	758
1281	4439	754
1282	4441	751
1283	4443	747
1284	4446	743
1285	4449	740
1286	4452	736
1287	4454	733
1288	4457	729
1289	4460	726
1290	4462	722
1291	4465	718
1292	4468	715
1293	4470	711
1294	4472	708
1295	4475	704
1296	4477	700
1297	4480	697
1298	4483	693
1299	4485	690
1300	4487	686
1301	4490	682
1302	4492	679
1303	4495	675
1304	4498	672
1305	4500	668
1306	4503	664
1307	4505	661
1308	4507	657
1309	4509	654
1310	4512	650
1311	4515	647
1312	4518	643
1313	4520	639
1314	4522	636
1315	4524	632
1316	4527	629
1317	4530	625
1318	4532	622
1319	4535	618
1320	4538	614
1321	4540	611
1322	4543	607
1323	4545	604
1324	4548	600
1325	4551	597
1326	4553	593
1327	4555	590
1328	4557	586
1329	4560	582
1330	4563	579
1331	4565	575
1332	4568	572
1333	4570	568
1334	4572	565
1335	4574	561
1336	4577	558
1337	4580	554
1338	4583	551
1339	4585	547
1340	4588	544
1341	4590	540
1342	4593	537
1343	4597	533
1344	4600	530
1345	4602	526
1346	4605	523
1347	4607	519
1348	4609	515
1349	4612	512
1350	4614	508
1351	4617	505
1352	4619	501
1353	4621	498
1354	4623	494
1355	4626	491
1356	4629	487
1357	4632	484
1358	4634	480
1359	4637	477
1360	4639	473
1361	4642	470
1362	4645	466
1363	4647	463
1364	4649	459
1365	4652	456
1366	4656	453
1367	4658	449
1368	4662	446
1369	4665	442
1370	4667	439
1371	4670	435
1372	4672	432
1373	4675	428
1374	4678	425
1375	4680	421
1376	4683	418
1377	4685	414
1378	4688	411
1379	4690	407
1380	4693	404
1381	4695	400
1382	4698	397
1383	4700	393
1384	4702	390
1385	4704	386
1386	4707	383
1387	4711	380
1388	4713	376
1389	4715	373
1390	4718	369
1391	4720	366
1392	4723	362
1393	4726	359
1394	4728	355
1395	4730	352
1396	4733	348
1397	4735	345
1398	4737	342
1399	4741	338
1400	4743	335
1401	4745	331
1402	4748	328
1403	4751	324
1404	4753	321
1405	4756	317
1406	4759	314
1407	4761	311
1408	4764	307
1409	4766	304
1410	4769	300
1411	4771	297
1412	4774	293
1413	4777	290
1414	4779	287
1415	4781	283
1416	4784	280
1417	4787	276
1418	4790	273
1419	4792	270
1420	4795	266
1421	4797	263
1422	4800	259
1423	4802	256
1424	4804	252
1425	4807	249
1426	4810	246
1427	4812	242
1428	4814	239
1429	4816	235
1430	4819	232
1431	4821	228
1432	4824	225
1433	4826	222
1434	4829	218
1435	4831	215
1436	4834	211
1437	4837	208
1438	4840	205
1439	4843	201
1440	4845	198
1441	4847	194
1442	4849	191
1443	4852	188
1444	4855	184
1445	4858	181
1446	4861	178
1447	4863	174
1448	4865	171
1449	4868	167
1450	4871	164
1451	4873	161
1452	4876	157
1453	4878	154
1454	4880	150
1455	4883	147
1456	4885	144
1457	4888	140
1458	4890	137
1459	4893	134
1460	4895	130
1461	4897	127
1462	4900	123
1463	4903	120
1464	4906	117
1465	4908	113
1466	4911	110
1467	4913	107
1468	4916	103
1469	4918	100
1470	4921	97
1471	4923	93
1472	4925	90
1473	4928	86
1474	4930	83
1475	4932	80
1476	4935	76
1477	4938	73
1478	4941	70
1479	4944	66
1480	4946	63
1481	4949	60
1482	4952	56
1483	4955	53
1484	4957	50
1485	4960	46
1486	4962	43
1487	4965	40
1488	4967	36
1489	4970	33
1490	4973	30
1491	4975	26
1492	4978	23
1493	4980	20
1494	4983	16
1495	4986	13
1496	4988	9
1497	4990	6
1498	4993	3
1499	4995	0
