open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,1_day_return,7_day_return,7_day_volatility,rsi,macd,sma20,sma50,sma200,bb_high,bb_low,stochastic_oscillator
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,2023-10-01 23:59:59.999,674657121.9944204,883593,12815.98694,351622961.4701274,0.03820149125305594,0.06644943421270177,0.015933732008859246,67.2866740587715,155.51086651924925,26656.264499999997,26578.1002,28017.18855,27561.167689263057,25751.36131073694,96.48490397821746
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,2023-10-02 23:59:59.999,1600944483.4902065,1464158,28423.61,797598852.4797783,-0.017792578530660186,0.04522746980495196,0.01893392237891885,59.397490685515365,195.4571236228112,26738.984999999997,26541.9136,28029.667200000004,27632.73287434682,25845.237125653173,58.081744248013116
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,2023-10-03 23:59:59.999,794301815.4265021,1202377,13562.03527,372402100.79675114,-0.0024750395624435484,0.04594634895489125,0.018877363870763948,58.39015603463019,219.0981270672237,26799.208000000002,26501.8242,28029.82385,27707.694489202495,25890.72151079751,55.45386439290374
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,2023-10-04 23:59:59.999,820421385.2557852,1188381,15077.70185,414806576.3484014,0.012838332034101452,0.053296194326088786,0.019014819497244456,61.98284939697735,263.21198301863114,26862.0,26473.3956,28034.179249999997,27855.0349080065,25868.9650919935,69.05126006935595
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,2023-10-05 23:59:59.999,849415594.0472504,1210397,14985.99405,415039706.5866476,-0.013254101993011136,0.014396002574256883,0.018757638432889797,56.49040959679599,265.4040697837663,26902.519500000002,26446.993199999997,28031.366850000002,27915.42054522529,25889.618454774714,54.833290854746394
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,2023-10-06 23:59:59.999,1052864393.8176136,1326700,19091.24006,529241188.55736893,0.01899644623808716,0.03806189922607395,0.019472387852821574,61.664216119738086,305.6342908130464,26971.090500000002,26473.1468,28032.437250000003,28064.362148776505,25877.8188512235,74.94110923175546
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,2023-10-07 23:59:59.999,372820279.52314305,641623,6392.35089,178534947.7787839,0.0009158253401495564,0.03687001531011891,0.019511132442754507,61.90388054542589,335.71125269281765,27042.548499999997,26511.200199999996,28031.69325,28195.691410974392,25889.405589025602,75.92892946237549
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,2023-10-08 23:59:59.999,549839951.4800811,822730,9216.08271,257333249.5330772,-0.0014171931063320375,-0.002697858753233473,0.013078122335055006,61.2650136627636,352.28948490411494,27100.2755,26547.541,28035.02365,28305.96003976092,25894.59096023908,74.39892799493344
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,2023-10-09 23:59:59.999,870014634.3621609,1156525,15077.43003,415887241.10445,-0.01171076456860598,0.0034774214925088476,0.0118694870256382,56.11838697465297,335.18354734995955,27119.2685,26575.543599999997,28031.4972,28343.11590961057,25895.421090389427,60.27226828700541
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,2023-10-10 23:59:59.999,626258724.2775784,1002272,10851.22317,298354384.6981499,-0.007248971733359588,-0.001324997830562169,0.012205087688516336,53.175448394815355,302.0072880428561,27132.5245,26600.807599999996,28031.17545,28362.06308534757,25902.98591465243,51.786510206893134
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,2023-10-11 23:59:59.999,1007065585.9346406,1336479,17460.0774,470620209.78574467,-0.018787796475517426,-0.03250887284694637,0.01245726369667351,46.428801760996315,231.52210154250133,27147.896499999995,26617.197999999997,28028.2383,28356.329652148062,25939.463347851928,23.825527350732898
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,2023-10-12 23:59:59.999,626909068.3868717,1066082,11128.85943,297794983.5412317,-0.004312102612340163,-0.023741362308234204,0.01187188807816331,45.04280227490326,164.41544999330654,27156.871000000003,26623.7362,28022.196199999995,28350.88490400427,25962.857095995736,10.824752368542288
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,2023-10-13 23:59:59.999,647553796.3580662,1035322,11209.65389,301049285.742293,0.0038255386939205493,-0.03827598564896684,0.007793148832846582,46.560378081723975,118.13160105882707,27171.173,26637.3752,28020.881649999996,28343.670026641652,25998.675973358346,15.839595559779367
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,2023-10-14 23:59:59.999,280059019.0534013,517837,4378.85219,117730324.8186729,-0.00035440399076769324,-0.03949647794247313,0.00763104845332976,46.43197014889491,79.7636669812855,27201.377999999997,26653.2246,28018.8387,28306.413551855014,26096.34244814498,15.37323522784052
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,2023-10-15 23:59:59.999,412673965.3439348,682942,7802.69243,210833694.13443273,0.011234344090378379,-0.02732738595231221,0.009961117060044839,51.039819044272924,72.85917541647359,27243.845,26675.9602,28012.86645,28270.280116107944,26217.409883892058,30.151273183301242
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,2023-10-16 23:59:59.999,2210785548.236096,2289339,40738.04173,1148700588.6793344,0.04959205130707445,0.033006742993506366,0.021832013992227443,65.36286446990971,174.04284526835545,27357.8005,26723.9404,28015.2277,28410.71758903339,26304.883410966613,56.68671670509106
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,2023-10-17 23:59:59.999,1090741746.4830873,1345810,18994.06799,539218488.3415859,-0.003679548419376566,0.03672090520231386,0.021542091915058945,63.79761183728686,242.96870802674312,27458.946500000002,26769.458599999998,28014.88045,28502.630487484028,26415.262512515976,53.65696522156159
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,2023-10-18 23:59:59.999,914773525.152758,1215235,15590.14442,443515753.8170772,-0.00267327231280845,0.053747053080275276,0.01927303695422147,62.62849543996982,288.14607961207,27523.877,26781.531799999997,28014.216800000002,28611.26095897841,26436.49304102159,51.46388392934528
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,2023-10-19 23:59:59.999,1023984017.0322788,1330256,18427.23743,525695852.56325006,0.013902189265536657,0.07302343119093946,0.018604987919661437,66.09853143037083,351.66480573035005,27614.214500000002,26809.806200000003,28016.926,28779.025049067346,26449.403950932658,62.838380511593755
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,2023-10-20 23:59:59.999,1753411192.5510907,1915748,29466.75927,869634841.3281221,0.0332708660775638,0.10449854813491188,0.020169629718427784,72.71809972562728,473.63127427623476,27749.538500000002,26884.371399999996,28026.271200000003,29178.896441500518,26320.180558499487,85.32226368193109
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,2023-10-21 23:59:59.999,821964508.4353629,1152137,13836.12444,413323530.3421796,0.00811485642946308,0.11385615034440022,0.019370322563155917,74.0911153368959,582.9974673047618,27845.4,26966.4664,28034.992849999995,29556.493072827892,26134.30692717211,87.75970822605707
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,2023-10-22 23:59:59.999,683854827.8969324,1008299,11161.46844,334011129.2314961,0.002763642685674972,0.10452582754385609,0.019950263185467755,74.56441729281602,668.6333454062624,27970.297499999997,27048.9254,28044.105099999997,29910.08886304774,26030.506136952255,89.91156708744101
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,2023-10-23 23:59:59.999,2941620022.8651876,2839938,47839.23087,1505815243.5676997,0.10261012267749958,0.1603187702231308,0.037686490594081426,85.31818865118024,973.6081975324378,28252.474,27190.900999999998,28069.285949999998,31182.749942155555,25322.19805784444,79.61880961813908
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,2023-10-24 23:59:59.999,3933194868.1611967,2850160,57409.31981,1959449469.4657931,0.02578591647593509,0.19463436811850743,0.0359395156437652,86.9629317390778,1269.4782019329177,28559.681999999993,27352.835199999994,28099.367950000003,32379.950799048518,24739.41320095147,84.47297553921942
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,2023-10-25 23:59:59.999,1888210825.6063828,1643976,26150.50377,900236395.3726264,0.0169007624091575,0.21808086158192097,0.03402419374724579,87.94105353809333,1532.5531261562828,28913.965000000004,27526.9142,28132.1563,33483.0246961147,24344.90530388531,91.01489971346707
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,2023-10-26 23:59:59.999,1363077907.10912,1382785,18528.43061,635547858.4928182,-0.009983461874620403,0.1893851404085367,0.03687482167575353,83.87043847261467,1693.7282590816358,29224.9935,27694.748400000004,28161.2958,34302.673356478816,24147.313643521185,86.87213496218736
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,2023-10-27 23:59:59.999,1096889423.419842,1112240,14310.32429,485405697.92440146,-0.007602558704320916,0.14233625354915413,0.038657659981986066,80.83262701233352,1779.991303292878,29521.761000000006,27847.488800000003,28182.569199999998,34949.93263498685,24093.589365013162,83.65351548698618
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,2023-10-28 23:59:59.999,575936523.347353,607438,8313.30759,283656619.58636194,0.005575943835746777,0.1394593076516728,0.03879720909373172,81.36178475264529,1842.3668358994873,29829.9585,28010.898800000003,28201.9721,35550.74665164229,24109.170348357715,85.84708000118039
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,2023-10-29 23:59:59.999,711652985.1790963,717480,10053.96096,345933681.79684675,0.013053901000557477,0.15115232295050163,0.038251322483017665,82.58096556626748,1905.7307222904274,30176.746999999996,28183.3844,28225.161199999995,36147.78939227656,24205.704607723437,90.76676127111152
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,2023-10-30 23:59:59.999,1159771907.642105,1117727,15237.56781,525162190.5371194,-0.0014817865665446295,0.042477787262711786,0.01327099220571802,81.91737167238253,1929.5759241945489,30530.9775,28356.0468,28245.66565,36637.76911492144,24424.18588507856,88.83225992555492
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,2023-10-31 23:59:59.999,1125442444.4884882,1179053,15843.795,544722903.4968481,0.004787274621149917,0.021137449727660185,0.010043272776242599,82.40847103991588,1939.434177262512,30919.189999999995,28545.591800000002,28266.52985,37034.25576433972,24804.124235660267,91.08232790200765
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,2023-11-01 23:59:59.999,1856348820.4794536,1624635,25779.0029,895387891.4676665,0.022565392322177802,0.026825680041627775,0.01147307433063941,84.54881238837945,1987.4107096973821,31352.28,28737.218399999998,28292.161550000004,37454.52603196232,25250.033968037682,97.85372673879279
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,2023-11-02 23:59:59.999,1686141698.092171,1450837,23303.3535,818365718.954931,-0.013546601591183705,0.02313006161340314,0.012242113418703592,78.25445003121953,1964.0727711811414,31756.259499999996,28911.6102,28315.34625,37683.20772387195,25829.311276128046,85.91275466807078
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,2023-11-03 23:59:59.999,1347962831.5658624,1237373,19168.85669,661176167.7749345,-0.006433880083877019,0.02433493193973102,0.012074902109109557,75.42147270771831,1905.4719045808852,32149.4745,29075.4912,28341.778800000004,37757.84046102812,26541.10853897188,80.54958268279293
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,2023-11-04 23:59:59.999,639958598.4198353,794787,9229.16649,321479754.9172934,0.009945910882288134,0.028786420586250472,0.012310608076108348,76.81010088222175,1865.3892665940111,32544.870499999997,29244.7326,28365.189099999996,37792.19418954107,27297.546810458924,85.45435059787332
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,2023-11-05 23:59:59.999,859350974.0014893,1038468,11870.33193,415912075.9000027,-0.0014314614054447006,0.014076103469019774,0.011765367721453125,76.13674862498766,1808.7237323696027,32870.4255,29413.776800000003,28396.263,37876.09780758256,27864.753192417436,84.05101132692714
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,2023-11-06 23:59:59.999,782427702.2653205,988246,10770.27727,377126281.15309054,0.00097709691681791,0.016573298761150435,0.011678460284864805,76.2893254090867,1746.4444251297427,33202.9345,29584.148400000002,28430.2752,37845.880948316946,28559.98805168306,70.21870489905315
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,2023-11-07 23:59:59.999,1358031361.1978528,1352796,19375.26868,680382009.6599416,0.010073306323187703,0.021921334928032277,0.012023665351753289,77.8623434652556,1705.909532846319,33556.8905,29756.8806,28470.9566,37710.42497150965,29403.356028490354,77.41476615626608
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,2023-11-08 23:59:59.999,1185492160.4927278,1132568,17192.8245,610314635.3798897,0.006373039781779832,0.005739181055084419,0.008792489229617373,78.82893857952611,1672.7074430761568,33902.441,29925.1698,28509.99595,37499.40253870401,30305.47946129599,82.27362295353683
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,2023-11-09 23:59:59.999,3033417922.7826815,2138765,42156.81236,1550254981.0451877,0.030214132209319677,0.05035546464828866,0.011868536677290476,82.70828229415645,1713.4964902012289,34254.0435,30116.691600000002,28555.5484,37482.94199307328,31025.14500692672,72.25344826457174
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,2023-11-10 23:59:59.999,1605069174.5241032,1297729,21388.56879,790671818.768367,0.016363001752808914,0.07445534983371149,0.01059441314627297,84.42325558394973,1773.8330201117496,34623.634999999995,30331.362599999997,28604.5019,37445.418185969436,31801.851814030553,83.69234285936616
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,2023-11-11 23:59:59.999,851924612.7339427,923300,10728.65792,397673179.6679197,-0.004601139414014854,0.058979119030907246,0.012019859521788044,81.92257197005924,1787.1993267925063,34980.512,30542.3598,28648.64795,37082.8517210308,32878.17227896921,79.16402786573785
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,2023-11-12 23:59:59.999,655570813.1382711,810885,8506.46051,315285367.544748,-0.0017740371667116506,0.05861581840221097,0.012066602210980876,80.9317520275459,1772.04997360173,35180.219,30752.123199999998,28691.89215,37277.496924051986,33082.94107594801,76.9937981982347
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,2023-11-13 23:59:59.999,1208037462.3041444,1217191,15442.44512,568916594.9113175,-0.016220534516795504,0.04042790508156546,0.01514741904285093,72.3328547993756,1692.0275461889905,35307.22900000001,30956.4142,28726.842950000006,37392.142023412685,33222.31597658733,61.7629026864341
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,2023-11-14 23:59:59.999,1639130785.08681,1404428,21205.18615,763841642.8808781,-0.025004573137704433,0.004295869501840688,0.01884065018999685,61.63728267676631,1537.318150966028,35359.986,31141.3418,28758.0404,37413.28340439513,33306.688595604865,37.518871698259375
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,2023-11-15 23:59:59.999,1963249656.5094736,1545427,28142.1424,1031669501.9934208,0.06489262384747163,0.06269466819669023,0.030880381660055595,72.6553231214632,1582.6227769199395,35545.313,31374.0724,28801.17915,37789.160173201366,33301.46582679864,96.84455958549215
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,2023-11-16 23:59:59.999,1744503339.0151725,1542446,22214.04928,815932555.1331267,-0.044764146208747246,-0.014647521367893823,0.03506577625923434,59.20383548488198,1464.8933211639378,35658.8875,31569.8828,28835.83065,37783.27245237439,33534.502547625605,52.94067357512959
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,2023-11-17 23:59:59.999,1391225051.1923273,1349322,18403.36411,668865883.1417465,0.012454819789339933,-0.018436459747201428,0.03476214502925868,61.256886934509964,1391.8913450455511,35785.5335,31761.733399999997,28878.55895,37818.591839372166,33752.47516062783,61.322763306908215
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,2023-11-18 23:59:59.999,624434069.5256634,784498,8101.54756,295795105.4300323,-0.0012514366120863762,-0.015133315378400236,0.03474575554071481,60.921010648698385,1315.1788982856087,35887.644,31954.956199999997,28918.050150000003,37861.66570971236,33913.62229028764,60.025481313703246
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,2023-11-19 23:59:59.999,781531839.4371592,862400,10575.25293,389089868.806342,0.021651658139197894,0.007978873374338002,0.03584444936305056,64.53923638967635,1303.2491021257083,36031.900499999996,32162.9022,28959.71865,37993.46639364178,34070.334606358214,82.06101349748624
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,2023-11-20 23:59:59.999,1343722642.386475,1485050,17591.22652,656245983.7397183,0.0023800945720888755,0.027037048311805867,0.034975206789941135,64.93193084552195,1286.143887446291,36172.351,32352.026400000002,29002.77175,38117.27758498866,34227.424415011345,84.63323054493277
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,2023-11-21 23:59:59.999,1756747495.981855,1936895,22371.42068,824920009.55786,-0.04558573069670091,0.0053573452815502964,0.03853662737552545,52.83488613106214,1121.9041450342556,36188.362,32516.9692,29033.951950000002,38113.469325097394,34263.25467490261,29.61163522012583
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,2023-11-22 23:59:59.999,1657141022.427348,1648374,23046.71174,847145468.3259536,0.046631590875071405,-0.011882762519084378,0.03385572361352185,60.56038530755539,1113.3963793834046,36311.6995,32716.6068,29076.752650000002,38217.4725288832,34405.92647111681,82.02327044025147
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,2023-11-23 23:59:59.999,888826648.8541473,992284,11086.35132,413539343.94482046,-0.003049052697874255,0.03126825908215203,0.02809283005914238,59.838037718841356,1084.9436697779456,36440.5745,32906.921,29121.07355,38243.315474355055,34637.83352564495,78.43647798742134
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,2023-11-24 23:59:59.999,1688715728.079148,1379414,22349.17236,844803081.6321824,0.011242742854936427,0.030033659329566476,0.028041094656622564,61.648962994031564,1083.735265730611,36573.1495,33112.984599999996,29171.297450000002,38340.525825353085,34805.773174646914,80.61898173768677
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,2023-11-25 23:59:59.999,430165251.7609749,569448,5153.91116,194536221.28509408,0.001779200431038408,0.033159228945446984,0.027959433128857205,61.94469174522083,1075.7909575370504,36711.589,33309.976200000005,29222.059449999997,38400.09892180548,35023.07907819452,82.47565024903149
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,2023-11-26 23:59:59.999,797321193.5893991,848020,10204.51641,382571274.04607826,-0.008820383545342092,0.0023439595330390084,0.027300473299089127,59.49117908584339,1030.723810575866,36831.656,33499.7914,29271.30285,38363.620891809056,35299.69110819095,73.25484228002213
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,2023-11-27 23:59:59.999,1112557435.2767923,1238017,14458.63822,536129095.56684417,-0.005467130855174918,-0.005502983007724227,0.027378787219168425,57.971991268107494,967.3369141182338,36923.835,33686.3044,29322.673249999996,38315.34070006001,35532.329299939986,67.58992805755388
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,2023-11-28 23:59:59.999,1414360251.6823456,1272779,18168.56198,684514270.9388716,0.0154706828452289,0.05811763027168593,0.01907589490412963,60.99108503704104,952.6133124591943,37033.542499999996,33890.8794,29377.79255,38341.526729520556,35725.558270479436,80.51309757694835
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,2023-11-29 23:59:59.999,1252586505.66259,1131353,15588.96473,591917955.4743968,0.0009458241348827556,0.011930494643707767,0.00881158910114693,61.177539945871594,933.0751822424645,37091.22,34100.1698,29433.18935,38436.675780246784,35745.76421975322,79.81830508474575
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,2023-11-30 23:59:59.999,934491058.960814,1007791,11484.45424,433772722.50456333,-0.0034521527611939273,0.01152133785663656,0.008849254486866475,60.04830177541062,896.7095795684727,37112.3365,34317.1386,29487.22105,38483.35259699174,35741.320403008256,74.23553667685118
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,2023-12-01 23:59:59.999,1669750777.6239817,1523417,22408.27301,861977420.1631953,0.025409845625962824,0.025692343631217973,0.012336198378016736,65.13236447496995,934.4654227205465,37189.9625,34555.596399999995,29544.822949999998,38722.481602521875,35657.44339747813,90.60050668401144
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,2023-12-02 23:59:59.999,1043421976.7660652,1034690,13166.65386,514763687.5746009,0.019849534104810163,0.044194028321890455,0.013685373676188623,68.5813661693121,1014.6484289197979,37309.273499999996,34807.3634,29606.905499999997,39128.717895174086,35489.829104825905,93.46924088095113
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,2023-12-03 23:59:59.999,1059860641.0494444,1151524,13333.29632,529259227.1675092,0.013229540422328379,0.06742331850276506,0.012074104798652752,70.70272147708623,1107.5407736181369,37484.74,35069.759,29669.73875,39597.147132273356,35372.33286772664,93.98569507513012
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,2023-12-04 23:59:59.999,3285736844.1408806,2112219,38595.61905,1599710862.0871768,0.05050602592898157,0.12749881184769096,0.017761523713800045,77.13411517798032,1328.7451944089335,37806.735499999995,35366.498,29745.58785,40519.901999464826,35093.569000535164,93.68148745062969
