open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,daily_return,7d_return,volatility,rsi,macd,sma_20,sma_50,sma_200,bb_upper,bb_lower,stoch,next_day_return,label
2023-09-27,26221.68,26850.0,26112.06,26221.67,18495.35066,2023-09-27 23:59:59.999,918797815.048481,939690,16813.75506,444221386.42614096,0,-0.0031606386816709,-0.0363315161266375,0.0183849143950877,45.09450461016786,-57.976669659521576,26347.002999999997,26826.258,27918.51815,27264.289504972083,25429.71649502791,26.60811911131788,0.005770799495226742,1
2023-09-28,26373.0,27308.48,26342.4,26372.99,34771.57978,2023-09-28 23:59:59.999,1193420040.1309185,1158974,22463.19242,602340703.6015062,0,0.0057707994952267,-0.0277238709677418,0.0184118651451862,47.73548236911126,-59.41950608744082,26352.902499999997,26758.3094,27948.10445,27269.263493405386,25436.54150659461,25.61967972888818,0.024585759900564774,2
2023-09-29,27021.39,27244.89,26665.16,27021.39,44517.83491,2023-09-29 23:59:59.999,767827314.931909,878610,14409.35554,388591243.2591525,0,0.0245857599005647,0.0170622039680699,0.0151897715260257,57.229045248625454,-8.148571595498652,26408.446999999996,26707.0974,27973.22585,27345.25424668627,25471.639753313724,69.04581711997106,-0.004234793250828317,1
2023-09-30,26906.96,27094.99,26886.31,26906.96,28478.76219,2023-09-30 23:59:59.999,345406056.6806953,534908,6221.24272,167818583.0599575,0,-0.0042347932508283,0.0122956462983265,0.0149659012147788,55.31927833158261,22.985506101555075,26458.7145,26656.1216,27987.193249999997,27389.212659342036,25528.216340657968,61.38194774664959,0.002066379851161315,1
2023-10-01,26962.57,28065.51,26954.09,26962.56,12804.62307,2023-10-01 23:59:59.999,674657121.9944204,883593,12815.98694,351622961.4701274,0,0.0020663798511613,0.0145469815577687,0.0117001931923,56.08608451075211,51.55168656390015,26514.762,26606.8522,27998.654,27424.635617764532,25604.888382235466,65.10571893564452,0.03820149125305594,2
2023-10-02,27992.58,28580.0,27281.44,27992.57,24602.81468,2023-10-02 23:59:59.999,1600944483.4902065,1464158,28423.61,797598852.4797783,0,0.0382014912530559,0.0664494342127017,0.0134181565348633,67.28668512468107,155.51115346102233,26656.2645,26578.1002,28017.18855,27561.16768926333,25751.361310736676,96.48490397821746,-0.017792578530660186,1
2023-10-03,27494.51,27676.52,27160.5,27494.51,57071.14241,2023-10-03 23:59:59.999,794301815.4265021,1202377,13562.03527,372402100.79675114,0,-0.0177925785306601,0.0452274698049519,0.013935441027715,59.39749879114682,195.45738930963853,26738.984999999997,26541.9136,28029.667200000004,27632.73287434709,25845.237125652904,58.08174424801312,-0.0024750395624435484,1
2023-10-04,27426.45,27839.72,27202.0,27426.46,28928.96555,2023-10-04 23:59:59.999,820421385.2557852,1188381,15077.70185,414806576.3484014,0,-0.0024750395624435,0.0459463489548912,0.0139558942441677,58.39016379407799,219.0983730735461,26799.208,26501.8242,28029.82385,27707.69448920276,25890.721510797244,55.45386439290374,0.012838332034101452,1
2023-10-05,27778.57,28120.39,27352.0,27778.57,29816.142,2023-10-05 23:59:59.999,849415594.0472504,1210397,14985.99405,415039706.5866476,0,0.0128383320341014,0.0532961943260887,0.0140196912967695,61.98285716658399,263.21221080226314,26862.0,26473.395599999996,28034.179249999997,27855.034908006743,25868.965091993257,69.05126006935595,-0.013254101993011136,1
2023-10-06,27410.39,28295.0,27175.94,27410.39,30681.49619,2023-10-06 23:59:59.999,1052864393.8176136,1326700,19091.24006,529241188.55736893,0,-0.0132541019930111,0.0143960025742568,0.0142991900616769,56.49041573028945,265.4042806945399,26902.5195,26446.993200000004,28031.36685,27915.420545225526,25889.61845477448,54.833290854746394,0.01899644623808716,1
2023-10-07,27931.1,28029.67,27842.08,27931.09,37983.24277,2023-10-07 23:59:59.999,372820279.52314305,641623,6392.35089,178534947.7787839,0,0.0189964462380871,0.0380618992260739,0.0146086932714976,61.664222310394685,305.63448610080013,26971.0905,26473.1468,28032.437250000003,28064.36214877672,25877.818851223277,74.94110923175546,0.0009158253401495564,1
2023-10-08,27956.67,28095.14,27687.5,27956.67,13348.83825,2023-10-08 23:59:59.999,549839951.4800811,822730,9216.08271,257333249.5330772,0,0.0009158253401495,0.0368700153101189,0.0142779964253697,61.90388673358564,335.7114335148108,27042.548499999997,26511.2002,28031.69325,28195.6914109746,25889.405589025395,75.92892946237549,-0.0014171931063320375,1
