open_time,open,high,low,close,volume,daily_return,7d_return,volatility,rsi,macd,sma_20,sma_50,sma_200,bb_upper,bb_lower,stoch
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,-0.0031606386816709353,-0.03633151612663754,0.018384914395087715,45.09450461016786,-57.976669659521576,26347.002999999997,26826.257999999998,27918.51815,27264.289504972083,25429.71649502791,26.60811911131788
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,0.005770799495226742,-0.02772387096774187,0.018411865145186255,47.73548236911126,-59.41950608744082,26352.902499999997,26758.3094,27948.10445,27269.263493405382,25436.54150659461,25.61967972888818
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,0.024585759900564774,0.0170622039680699,0.015189771526025766,57.229045248625454,-8.148571595498652,26408.446999999996,26707.097400000002,27973.22585,27345.25424668627,25471.639753313724,69.04581711997106
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,-0.004234793250828317,0.012295646298326579,0.014965901214778893,55.31927833158261,22.985506101555075,26458.714500000002,26656.121600000002,27987.193249999997,27389.212659342036,25528.216340657968,61.38194774664959
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,0.002066379851161315,0.01454698155776879,0.011700193192300099,56.08608451075211,51.55168656390015,26514.762,26606.8522,27998.654,27424.635617764532,25604.888382235466,65.10571893564452
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,0.03820149125305594,0.06644943421270177,0.013418156534863347,67.28668512468107,155.51115346102233,26656.2645,26578.1002,28017.18855,27561.167689263326,25751.361310736676,96.48490397821746
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,-0.017792578530660186,0.04522746980495196,0.013935441027715052,59.39749879114682,195.45738930963853,26738.984999999997,26541.9136,28029.667200000004,27632.73287434709,25845.237125652904,58.081744248013116
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,-0.0024750395624435484,0.04594634895489125,0.013955894244167774,58.39016379407799,219.0983730735461,26799.208000000002,26501.8242,28029.82385,27707.69448920276,25890.721510797244,55.45386439290374
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,0.012838332034101452,0.053296194326088786,0.01401969129676955,61.98285716658399,263.21221080226314,26862.0,26473.395599999996,28034.179249999997,27855.034908006743,25868.965091993257,69.05126006935595
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,-0.013254101993011136,0.014396002574256883,0.014299190061676957,56.49041573028945,265.4042806945399,26902.519500000002,26446.993200000004,28031.366850000002,27915.420545225526,25889.618454774478,54.833290854746394
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,0.01899644623808716,0.03806189922607395,0.014608693271497615,61.664222310394685,305.63448610080013,26971.0905,26473.1468,28032.437250000003,28064.36214877672,25877.818851223277,74.94110923175546
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,0.0009158253401495564,0.03687001531011891,0.01427799642536979,61.90388673358564,335.7114335148108,27042.548499999997,26511.2002,28031.69325,28195.6914109746,25889.405589025395,75.92892946237549
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,-0.0014171931063320375,-0.002697858753233473,0.014002341787988676,61.26501969154398,352.28965233188865,27100.2755,26547.541,28035.02365,28305.96003976112,25894.59096023888,74.39892799493344
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,-0.01171076456860598,0.0034774214925088476,0.014236134700935784,56.11839179215763,335.18370237567433,27119.2685,26575.543599999997,28031.4972,28343.115909610766,25895.42109038923,60.27226828700541
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,-0.007248971733359588,-0.001324997830562169,0.014318397413543923,53.17545257778722,302.00743158518526,27132.5245,26600.807600000004,28031.17545,28362.063085347767,25902.985914652232,51.786510206893134
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,-0.018787796475517426,-0.03250887284694637,0.013865659084304056,46.42880464884132,231.5222344520662,27147.896499999995,26617.197999999997,28028.238299999997,28356.32965214826,25939.46334785173,23.825527350732898
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,-0.004312102612340163,-0.023741362308234204,0.013103640812509943,45.04280492419069,164.41557305771858,27156.870999999996,26623.7362,28022.196199999995,28350.884904004466,25962.857095995525,10.824752368542288
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,0.0038255386939205493,-0.03827598564896684,0.012864034107515718,46.560380820060324,118.13171500735552,27171.173,26637.3752,28020.881649999996,28343.670026641856,25998.675973358142,15.839595559779367
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,-0.00035440399076769324,-0.03949647794247313,0.012708735804900421,46.43197286599226,79.76377248918288,27201.378000000004,26653.2246,28018.8387,28306.413551855236,26096.342448144773,15.37323522784052
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,0.011234344090378379,-0.02732738595231221,0.012853440073733466,51.039821976551764,72.85927310897023,27243.845,26675.960199999994,28012.86645,28270.280116108177,26217.409883891825,30.151273183301242
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,0.04959205130707445,0.033006742993506366,0.01562793847891816,65.36286753152694,174.04293572437018,27357.8005,26723.9404,28015.2277,28410.717589033615,26304.883410966388,56.68671670509106
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,-0.003679548419376566,0.03672090520231386,0.015654467771150784,63.797614720291485,242.96879178231393,27458.9465,26769.4586,28014.88045,28502.630487484254,26415.262512515743,53.65696522156159
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,-0.00267327231280845,0.053747053080275276,0.01563167043732174,62.62849819293617,288.14615716352637,27523.876999999997,26781.5318,28014.2168,28611.26095897863,26436.493041021364,51.46388392934528
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,0.013902189265536657,0.07302343119093946,0.015548093983572228,66.09853413559406,351.66487753725596,27614.214500000002,26809.806200000003,28016.926,28779.025049067553,26449.40395093245,62.838380511593755
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,0.0332708660775638,0.10449854813491188,0.016530522177206027,72.71810222175365,473.6313407641137,27749.538499999995,26884.3714,28026.271200000003,29178.896441500678,26320.180558499313,85.32226368193109
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,0.00811485642946308,0.11385615034440022,0.01593360723382135,74.09111777026018,582.9975288676142,27845.4,26966.466399999998,28034.992849999995,29556.493072828034,26134.30692717197,87.75970822605707
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,0.002763642685674972,0.10452582754385609,0.015921068322639707,74.56441970300095,668.6334024089047,27970.297499999997,27048.9254,28044.105099999997,29910.088863047862,26030.50613695213,89.91156708744101
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,0.10261012267749958,0.1603187702231308,0.023978260857623,85.31819032136931,973.6082503126636,28252.474,27190.901,28069.285949999998,31182.74994215564,25322.198057844358,79.61880961813908
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,0.02578591647593509,0.19463436811850743,0.023896693149141814,86.96293326005302,1269.478250803495,28559.682,27352.8352,28099.36795,32379.95079904859,24739.41320095141,84.47297553921942
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,0.0169007624091575,0.21808086158192097,0.023905816117680175,87.9410549657983,1532.5531714068165,28913.964999999997,27526.914200000003,28132.1563,33483.02469611474,24344.90530388525,91.01489971346707
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,-0.009983461874620403,0.1893851404085367,0.024060817705355477,83.87043975150847,1693.7283009802813,29224.9935,27694.748399999997,28161.2958,34302.67335647887,24147.313643521135,86.87213496218736
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,-0.007602558704320916,0.14233625354915413,0.024248070098226236,80.83262818540524,1779.9913420879202,29521.761000000006,27847.4888,28182.569199999998,34949.93263498689,24093.58936501312,83.65351548698618
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,0.005575943835746777,0.1394593076516728,0.024065489843716457,81.36178590341001,1842.3668718208246,29829.9585,28010.8988,28201.9721,35550.74665164233,24109.17034835767,85.84708000118039
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,0.013053901000557477,0.15115232295050163,0.023968329388904086,82.58096666345864,1905.7307555509215,30176.747000000003,28183.3844,28225.161200000002,36147.7893922766,24205.704607723404,90.76676127111152
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,-0.0014817865665446295,0.042477787262711786,0.024010459343411075,81.91737274903998,1929.5759549913018,30530.9775,28356.046799999996,28245.66565,36637.76911492148,24424.18588507852,88.83225992555492
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,0.004787274621149917,0.021137449727660185,0.023350791963558926,82.4084720957686,1939.4342057780268,30919.190000000002,28545.5918,28266.529850000003,37034.25576433977,24804.124235660234,91.08232790200765
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,0.022565392322177802,0.026825680041627775,0.02301063119346803,84.54881334806001,1987.4107361006354,31352.28,28737.2184,28292.161550000004,37454.526031962356,25250.033968037642,97.85372673879279
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,-0.013546601591183705,0.02313006161340314,0.02328362191297541,78.25445083155937,1964.0727956285991,31756.259499999996,28911.6102,28315.34625,37683.20772387199,25829.311276128006,85.91275466807078
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,-0.006433880083877019,0.02433493193973102,0.02342114735590863,75.42147344095598,1905.4719272174189,32149.4745,29075.4912,28341.7788,37757.840461028165,26541.108538971836,80.54958268279293
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,0.009945910882288134,0.028786420586250472,0.023085560884180036,76.81010159166647,1865.389287553764,32544.8705,29244.732600000003,28365.189099999996,37792.194189541115,27297.546810458884,85.45435059787332
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,-0.0014314614054447006,0.014076103469019774,0.023066146342609187,76.13674931973758,1808.7237517767826,32870.4255,29413.776799999996,28396.263000000003,37876.097807582606,27864.75319241739,84.05101132692714
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,0.00097709691681791,0.016573298761150435,0.023065517918190257,76.28932610130273,1746.4444430993535,33202.9345,29584.1484,28430.2752,37845.880948317,28559.988051683005,70.21870489905315
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,0.010073306323187703,0.021921334928032277,0.023002361365785033,77.86234412991632,1705.909549484848,33556.8905,29756.880599999997,28470.9566,37710.42497150971,29403.356028490296,77.41476615626608
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,0.006373039781779832,0.005739181055084419,0.022697767739200327,78.82893922595972,1672.707458482204,33902.441,29925.1698,28509.99595,37499.402538704075,30305.479461295923,82.27362295353683
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,0.030214132209319677,0.05035546464828866,0.0228149547766753,82.70828285752134,1713.4965044660858,34254.0435,30116.6916,28555.5484,37482.94199307336,31025.145006926647,72.25344826457174
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,0.016363001752808914,0.07445534983371149,0.022176960032669203,84.42325610553121,1773.8330333199483,34623.634999999995,30331.362600000004,28604.5019,37445.41818596952,31801.851814030466,83.69234285936616
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,-0.004601139414014854,0.058979119030907246,0.02218399960582109,81.92257245625365,1787.1993390223215,34980.512,30542.3598,28648.64795,37082.851721030915,32878.17227896909,79.16402786573785
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,-0.0017740371667116506,0.05861581840221097,0.02227161159193964,80.93175250005592,1772.0499849256375,35180.219,30752.123199999998,28691.89215,37277.4969240521,33082.94107594789,76.9937981982347
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,-0.016220534516795504,0.04042790508156546,0.022734549546629963,72.33285516115,1692.0275566740893,35307.229,30956.4142,28726.842950000006,37392.142023412795,33222.315976587204,61.7629026864341
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,-0.025004573137704433,0.004295869501840688,0.0236383737220625,61.63728292088806,1537.3181606744547,35359.986,31141.341800000002,28758.0404,37413.28340439525,33306.68859560474,37.518871698259375
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,0.06489262384747163,0.06269466819669023,0.0246802100232051,72.655323342582,1582.622785909225,35545.313,31374.0724,28801.17915,37789.160173201475,33301.46582679853,96.84455958549215
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,-0.044764146208747246,-0.014647521367893823,0.026524441069549348,59.2038356181957,1464.8933294873568,35658.8875,31569.882800000003,28835.83065,37783.272452374506,33534.50254762549,52.94067357512959
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,0.012454819789339933,-0.018436459747201428,0.02644993365061245,61.25688706790787,1391.89135275242,35785.5335,31761.733399999997,28878.55895,37818.59183937229,33752.475160627706,61.322763306908215
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,-0.0012514366120863762,-0.015133315378400236,0.026496281250012774,60.9210107802596,1315.1789054215988,35887.64399999999,31954.9562,28918.050150000003,37861.66570971248,33913.62229028751,60.025481313703246
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,0.021651658139197894,0.007978873374338002,0.026203820874203906,64.53923651986062,1303.2491087331073,36031.9005,32162.902199999997,28959.71865,37993.46639364191,34070.3346063581,82.06101349748624
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,0.0023800945720888755,0.027037048311805867,0.026224117494619257,64.93193097542414,1286.143893564251,36172.350999999995,32352.026399999995,29002.77175,38117.277584988784,34227.424415011206,84.63323054493277
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,-0.04558573069670091,0.0053573452815502964,0.027974297575485182,52.83488620769654,1121.9041506990325,36188.362,32516.969200000003,29033.951950000002,38113.469325097525,34263.25467490248,29.61163522012583
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,0.046631590875071405,-0.011882762519084378,0.022692148099310194,60.5603853871595,1113.3963846285696,36311.6995,32716.606799999998,29076.752650000002,38217.47252888332,34405.92647111668,82.02327044025147
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,-0.003049052697874255,0.03126825908215203,0.022361806974191774,59.838037796061926,1084.9436746345818,36440.5745,32906.921,29121.07355,38243.315474355186,34637.83352564482,78.43647798742134
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,0.011242742854936427,0.030033659329566476,0.022267708485963524,61.64896307120324,1083.7352702274948,36573.1495,33112.984599999996,29171.297450000002,38340.52582535322,34805.773174646776,80.61898173768677
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,0.001779200431038408,0.033159228945446984,0.02213043063511328,61.94469182235374,1075.7909617008336,36711.58899999999,33309.976200000005,29222.059449999997,38400.09892180561,35023.07907819437,82.47565024903149
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,-0.008820383545342092,0.0023439595330390084,0.022152807443031153,59.49117915548867,1030.7238144312214,36831.656,33499.791399999995,29271.30285,38363.620891809216,35299.69110819079,73.25484228002213
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,-0.005467130855174918,-0.005502983007724227,0.022209942272743432,57.9719913332998,967.3369176880078,36923.835,33686.3044,29322.673249999996,38315.34070006019,35532.32929993981,67.58992805755388
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,0.0154706828452289,0.05811763027168593,0.022251266964292204,60.99108510248346,952.6133157645454,37033.542499999996,33890.8794,29377.79255,38341.526729520745,35725.55827047925,80.51309757694835
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,0.0009458241348827556,0.011930494643707767,0.02223776659641691,61.17754001130444,933.0751853029724,37091.22,34100.1698,29433.18935,38436.675780246966,35745.76421975304,79.81830508474575
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,-0.0034521527611939273,0.01152133785663656,0.02227038706748098,60.04830183783319,896.7095824022763,37112.3365,34317.138600000006,29487.22105,38483.35259699192,35741.320403008074,74.23553667685118
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,0.025409845625962824,0.025692343631217973,0.022362048927174607,65.13236453653133,934.4654253444387,37189.9625,34555.5964,29544.822949999998,38722.481602522035,35657.44339747797,90.60050668401144
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,0.019849534104810163,0.044194028321890455,0.022331889832726395,68.5813662291134,1014.6484313493274,37309.273499999996,34807.3634,29606.905500000004,39128.71789517422,35489.829104825774,93.46924088095113
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,0.013229540422328379,0.06742331850276506,0.0222947193997994,70.70272153533287,1107.5407758676956,37484.74,35069.759,29669.73875,39597.14713227347,35372.33286772652,93.98569507513012
